,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
4846,30013.0,2012,Montana,MT,Cascade,18345.0,Mitt Romney,republican,34564,MT
4849,30015.0,2012,Montana,MT,Chouteau,1758.0,Mitt Romney,republican,2821,MT
4852,30017.0,2012,Montana,MT,Custer,3373.0,Mitt Romney,republican,5365,MT
4855,30019.0,2012,Montana,MT,Daniels,740.0,Mitt Romney,republican,1007,MT
4858,30021.0,2012,Montana,MT,Dawson,3029.0,Mitt Romney,republican,4423,MT
4860,30023.0,2012,Montana,MT,Deer Lodge,2860.0,Barack Obama,democrat,4460,MT
4864,30025.0,2012,Montana,MT,Fallon,1128.0,Mitt Romney,republican,1405,MT
4867,30027.0,2012,Montana,MT,Fergus,4257.0,Mitt Romney,republican,6071,MT
4870,30029.0,2012,Montana,MT,Flathead,28309.0,Mitt Romney,republican,43476,MT
4873,30031.0,2012,Montana,MT,Gallatin,24358.0,Mitt Romney,republican,47882,MT
4876,30033.0,2012,Montana,MT,Garfield,622.0,Mitt Romney,republican,700,MT
4878,30035.0,2012,Montana,MT,Glacier,2924.0,Barack Obama,democrat,4452,MT
4882,30037.0,2012,Montana,MT,Golden Valley,351.0,Mitt Romney,republican,479,MT
4885,30039.0,2012,Montana,MT,Granite,1107.0,Mitt Romney,republican,1705,MT
4887,30041.0,2012,Montana,MT,Hill,3403.0,Barack Obama,democrat,6820,MT
4891,30043.0,2012,Montana,MT,Jefferson,4055.0,Mitt Romney,republican,6520,MT
4894,30045.0,2012,Montana,MT,Judith Basin,854.0,Mitt Romney,republican,1215,MT
4897,30047.0,2012,Montana,MT,Lake,7135.0,Mitt Romney,republican,13304,MT
4900,30049.0,2012,Montana,MT,Lewis and Clark,16803.0,Mitt Romney,republican,33318,MT
4903,30051.0,2012,Montana,MT,Liberty,702.0,Mitt Romney,republican,988,MT
4906,30053.0,2012,Montana,MT,Lincoln,6057.0,Mitt Romney,republican,8889,MT
4909,30055.0,2012,Montana,MT,McCone,745.0,Mitt Romney,republican,993,MT
4912,30057.0,2012,Montana,MT,Madison,3130.0,Mitt Romney,republican,4530,MT
4915,30059.0,2012,Montana,MT,Meagher,670.0,Mitt Romney,republican,972,MT
4918,30061.0,2012,Montana,MT,Mineral,1216.0,Mitt Romney,republican,2017,MT
4920,30063.0,2012,Montana,MT,Missoula,32824.0,Barack Obama,democrat,57192,MT
4924,30065.0,2012,Montana,MT,Musselshell,1833.0,Mitt Romney,republican,2407,MT
4927,30067.0,2012,Montana,MT,Park,4709.0,Mitt Romney,republican,8768,MT
4930,30069.0,2012,Montana,MT,Petroleum,240.0,Mitt Romney,republican,298,MT
4933,30071.0,2012,Montana,MT,Phillips,1688.0,Mitt Romney,republican,2228,MT
4936,30073.0,2012,Montana,MT,Pondera,1673.0,Mitt Romney,republican,2719,MT
4939,30075.0,2012,Montana,MT,Powder River,833.0,Mitt Romney,republican,1027,MT
4942,30077.0,2012,Montana,MT,Powell,1806.0,Mitt Romney,republican,2776,MT
4945,30079.0,2012,Montana,MT,Prairie,520.0,Mitt Romney,republican,703,MT
4948,30081.0,2012,Montana,MT,Ravalli,14307.0,Mitt Romney,republican,22206,MT
4951,30083.0,2012,Montana,MT,Richland,3510.0,Mitt Romney,republican,4645,MT
4953,30085.0,2012,Montana,MT,Roosevelt,2086.0,Barack Obama,democrat,3672,MT
4957,30087.0,2012,Montana,MT,Rosebud,2004.0,Mitt Romney,republican,3523,MT
4960,30089.0,2012,Montana,MT,Sanders,3980.0,Mitt Romney,republican,5901,MT
4963,30091.0,2012,Montana,MT,Sheridan,1207.0,Mitt Romney,republican,1928,MT
4965,30093.0,2012,Montana,MT,Silver Bow,10857.0,Barack Obama,democrat,16756,MT
4969,30095.0,2012,Montana,MT,Stillwater,3337.0,Mitt Romney,republican,4702,MT
4972,30097.0,2012,Montana,MT,Sweet Grass,1594.0,Mitt Romney,republican,2117,MT
4975,30099.0,2012,Montana,MT,Teton,2113.0,Mitt Romney,republican,3281,MT
4978,30101.0,2012,Montana,MT,Toole,1440.0,Mitt Romney,republican,2102,MT
4981,30103.0,2012,Montana,MT,Treasure,319.0,Mitt Romney,republican,455,MT
4984,30105.0,2012,Montana,MT,Valley,2337.0,Mitt Romney,republican,3859,MT
4987,30107.0,2012,Montana,MT,Wheatland,693.0,Mitt Romney,republican,992,MT
4990,30109.0,2012,Montana,MT,Wibaux,421.0,Mitt Romney,republican,544,MT
4993,30111.0,2012,Montana,MT,Yellowstone,40500.0,Mitt Romney,republican,68807,MT
4996,31001.0,2012,Nebraska,NE,Adams,8316.0,Mitt Romney,republican,12670,NE
4999,31003.0,2012,Nebraska,NE,Antelope,2596.0,Mitt Romney,republican,3232,NE
5002,31005.0,2012,Nebraska,NE,Arthur,227.0,Mitt Romney,republican,262,NE
5005,31007.0,2012,Nebraska,NE,Banner,346.0,Mitt Romney,republican,411,NE
5008,31009.0,2012,Nebraska,NE,Blaine,268.0,Mitt Romney,republican,303,NE
5011,31011.0,2012,Nebraska,NE,Boone,2138.0,Mitt Romney,republican,2806,NE
5014,31013.0,2012,Nebraska,NE,Box Butte,2869.0,Mitt Romney,republican,4705,NE
5017,31015.0,2012,Nebraska,NE,Boyd,873.0,Mitt Romney,republican,1071,NE
5020,31017.0,2012,Nebraska,NE,Brown,1302.0,Mitt Romney,republican,1555,NE
5023,31019.0,2012,Nebraska,NE,Buffalo,13570.0,Mitt Romney,republican,19453,NE
5026,31021.0,2012,Nebraska,NE,Burt,2029.0,Mitt Romney,republican,3375,NE
5029,31023.0,2012,Nebraska,NE,Butler,2738.0,Mitt Romney,republican,3859,NE
5032,31025.0,2012,Nebraska,NE,Cass,7556.0,Mitt Romney,republican,12180,NE
5035,31027.0,2012,Nebraska,NE,Cedar,3278.0,Mitt Romney,republican,4334,NE
5038,31029.0,2012,Nebraska,NE,Chase,1584.0,Mitt Romney,republican,1867,NE
5041,31031.0,2012,Nebraska,NE,Cherry,2557.0,Mitt Romney,republican,3064,NE
5044,31033.0,2012,Nebraska,NE,Cheyenne,3449.0,Mitt Romney,republican,4649,NE
5047,31035.0,2012,Nebraska,NE,Clay,2232.0,Mitt Romney,republican,2947,NE
5050,31037.0,2012,Nebraska,NE,Colfax,2051.0,Mitt Romney,republican,3069,NE
5053,31039.0,2012,Nebraska,NE,Cuming,2876.0,Mitt Romney,republican,3976,NE
5056,31041.0,2012,Nebraska,NE,Custer,4296.0,Mitt Romney,republican,5498,NE
5059,31043.0,2012,Nebraska,NE,Dakota,3094.0,Mitt Romney,republican,6136,NE
5062,31045.0,2012,Nebraska,NE,Dawes,2478.0,Mitt Romney,republican,3728,NE
5065,31047.0,2012,Nebraska,NE,Dawson,5460.0,Mitt Romney,republican,7859,NE
5068,31049.0,2012,Nebraska,NE,Deuel,763.0,Mitt Romney,republican,1017,NE
5071,31051.0,2012,Nebraska,NE,Dixon,1745.0,Mitt Romney,republican,2686,NE
5074,31053.0,2012,Nebraska,NE,Dodge,8995.0,Mitt Romney,republican,14950,NE
5077,31055.0,2012,Nebraska,NE,Douglas,113220.0,Mitt Romney,republican,223927,NE
5080,31057.0,2012,Nebraska,NE,Dundy,792.0,Mitt Romney,republican,985,NE
5083,31059.0,2012,Nebraska,NE,Fillmore,2007.0,Mitt Romney,republican,2879,NE
5086,31061.0,2012,Nebraska,NE,Franklin,1112.0,Mitt Romney,republican,1536,NE
5089,31063.0,2012,Nebraska,NE,Frontier,1007.0,Mitt Romney,republican,1305,NE
5092,31065.0,2012,Nebraska,NE,Furnas,1782.0,Mitt Romney,republican,2240,NE
5095,31067.0,2012,Nebraska,NE,Gage,5513.0,Mitt Romney,republican,9661,NE
5098,31069.0,2012,Nebraska,NE,Garden,829.0,Mitt Romney,republican,1091,NE
5101,31071.0,2012,Nebraska,NE,Garfield,769.0,Mitt Romney,republican,940,NE
5104,31073.0,2012,Nebraska,NE,Gosper,734.0,Mitt Romney,republican,978,NE
5107,31075.0,2012,Nebraska,NE,Grant,322.0,Mitt Romney,republican,363,NE
5110,31077.0,2012,Nebraska,NE,Greeley,820.0,Mitt Romney,republican,1185,NE
5113,31079.0,2012,Nebraska,NE,Hall,12646.0,Mitt Romney,republican,20229,NE
5116,31081.0,2012,Nebraska,NE,Hamilton,3600.0,Mitt Romney,republican,4871,NE
5119,31083.0,2012,Nebraska,NE,Harlan,1395.0,Mitt Romney,republican,1778,NE
5122,31085.0,2012,Nebraska,NE,Hayes,476.0,Mitt Romney,republican,539,NE
5125,31087.0,2012,Nebraska,NE,Hitchcock,1178.0,Mitt Romney,republican,1495,NE
5128,31089.0,2012,Nebraska,NE,Holt,3922.0,Mitt Romney,republican,4939,NE
5131,31091.0,2012,Nebraska,NE,Hooker,330.0,Mitt Romney,republican,395,NE
5134,31093.0,2012,Nebraska,NE,Howard,1890.0,Mitt Romney,republican,2870,NE
5137,31095.0,2012,Nebraska,NE,Jefferson,2166.0,Mitt Romney,republican,3446,NE
5140,31097.0,2012,Nebraska,NE,Johnson,1225.0,Mitt Romney,republican,2063,NE
5143,31099.0,2012,Nebraska,NE,Kearney,2349.0,Mitt Romney,republican,3180,NE
5146,31101.0,2012,Nebraska,NE,Keith,3044.0,Mitt Romney,republican,4058,NE
5149,31103.0,2012,Nebraska,NE,Keya Paha,393.0,Mitt Romney,republican,484,NE
5152,31105.0,2012,Nebraska,NE,Kimball,1235.0,Mitt Romney,republican,1687,NE
5155,31107.0,2012,Nebraska,NE,Knox,2885.0,Mitt Romney,republican,4036,NE
5158,31109.0,2012,Nebraska,NE,Lancaster,62434.0,Mitt Romney,republican,127355,NE
5161,31111.0,2012,Nebraska,NE,Lincoln,10728.0,Mitt Romney,republican,15655,NE
5164,31113.0,2012,Nebraska,NE,Logan,356.0,Mitt Romney,republican,431,NE
5167,31115.0,2012,Nebraska,NE,Loup,290.0,Mitt Romney,republican,358,NE
5170,31117.0,2012,Nebraska,NE,McPherson,237.0,Mitt Romney,republican,291,NE
5173,31119.0,2012,Nebraska,NE,Madison,10062.0,Mitt Romney,republican,13885,NE
5176,31121.0,2012,Nebraska,NE,Merrick,2490.0,Mitt Romney,republican,3489,NE
5179,31123.0,2012,Nebraska,NE,Morrill,1681.0,Mitt Romney,republican,2190,NE
5182,31125.0,2012,Nebraska,NE,Nance,1106.0,Mitt Romney,republican,1621,NE
5185,31127.0,2012,Nebraska,NE,Nemaha,2012.0,Mitt Romney,republican,3214,NE
5188,31129.0,2012,Nebraska,NE,Nuckolls,1574.0,Mitt Romney,republican,2191,NE
5191,31131.0,2012,Nebraska,NE,Otoe,4258.0,Mitt Romney,republican,6982,NE
5194,31133.0,2012,Nebraska,NE,Pawnee,899.0,Mitt Romney,republican,1341,NE
5197,31135.0,2012,Nebraska,NE,Perkins,1135.0,Mitt Romney,republican,1394,NE
5200,31137.0,2012,Nebraska,NE,Phelps,3400.0,Mitt Romney,republican,4380,NE
5203,31139.0,2012,Nebraska,NE,Pierce,2707.0,Mitt Romney,republican,3431,NE
5206,31141.0,2012,Nebraska,NE,Platte,10061.0,Mitt Romney,republican,13473,NE
5209,31143.0,2012,Nebraska,NE,Polk,1890.0,Mitt Romney,republican,2457,NE
5212,31145.0,2012,Nebraska,NE,Red Willow,3891.0,Mitt Romney,republican,4936,NE
5215,31147.0,2012,Nebraska,NE,Richardson,2443.0,Mitt Romney,republican,3739,NE
5218,31149.0,2012,Nebraska,NE,Rock,672.0,Mitt Romney,republican,789,NE
5221,31151.0,2012,Nebraska,NE,Saline,2557.0,Mitt Romney,republican,4958,NE
5224,31153.0,2012,Nebraska,NE,Sarpy,43213.0,Mitt Romney,republican,71490,NE
5227,31155.0,2012,Nebraska,NE,Saunders,6770.0,Mitt Romney,republican,10312,NE
5230,31157.0,2012,Nebraska,NE,Scotts Bluff,9648.0,Mitt Romney,republican,14287,NE
5233,31159.0,2012,Nebraska,NE,Seward,5003.0,Mitt Romney,republican,7573,NE
5236,31161.0,2012,Nebraska,NE,Sheridan,2021.0,Mitt Romney,republican,2472,NE
5239,31163.0,2012,Nebraska,NE,Sherman,927.0,Mitt Romney,republican,1530,NE
5242,31165.0,2012,Nebraska,NE,Sioux,624.0,Mitt Romney,republican,739,NE
5245,31167.0,2012,Nebraska,NE,Stanton,1949.0,Mitt Romney,republican,2644,NE
5248,31169.0,2012,Nebraska,NE,Thayer,1874.0,Mitt Romney,republican,2659,NE
5251,31171.0,2012,Nebraska,NE,Thomas,360.0,Mitt Romney,republican,408,NE
5253,31173.0,2012,Nebraska,NE,Thurston,1247.0,Barack Obama,democrat,2215,NE
5257,31175.0,2012,Nebraska,NE,Valley,1657.0,Mitt Romney,republican,2195,NE
5260,31177.0,2012,Nebraska,NE,Washington,6899.0,Mitt Romney,republican,10246,NE
5263,31179.0,2012,Nebraska,NE,Wayne,2493.0,Mitt Romney,republican,3682,NE
5266,31181.0,2012,Nebraska,NE,Webster,1258.0,Mitt Romney,republican,1742,NE
5269,31183.0,2012,Nebraska,NE,Wheeler,345.0,Mitt Romney,republican,448,NE
5272,31185.0,2012,Nebraska,NE,York,4874.0,Mitt Romney,republican,6355,NE
5275,32001.0,2012,Nevada,NV,Churchill,7061.0,Mitt Romney,republican,10265,NV
5277,32003.0,2012,Nevada,NV,Clark,389936.0,Barack Obama,democrat,691190,NV
5281,32005.0,2012,Nevada,NV,Douglas,16276.0,Mitt Romney,republican,26075,NV
5284,32007.0,2012,Nevada,NV,Elko,12014.0,Mitt Romney,republican,15986,NV
5287,32009.0,2012,Nevada,NV,Esmeralda,317.0,Mitt Romney,republican,435,NV
5290,32011.0,2012,Nevada,NV,Eureka,663.0,Mitt Romney,republican,808,NV
5293,32013.0,2012,Nevada,NV,Humboldt,3810.0,Mitt Romney,republican,5744,NV
5296,32015.0,2012,Nevada,NV,Lander,1580.0,Mitt Romney,republican,2165,NV
5299,32017.0,2012,Nevada,NV,Lincoln,1691.0,Mitt Romney,republican,2152,NV
5302,32019.0,2012,Nevada,NV,Lyon,13520.0,Mitt Romney,republican,21465,NV
5305,32021.0,2012,Nevada,NV,Mineral,1080.0,Mitt Romney,republican,2035,NV
5308,32023.0,2012,Nevada,NV,Nye,10566.0,Mitt Romney,republican,17522,NV
5311,32027.0,2012,Nevada,NV,Pershing,1167.0,Mitt Romney,republican,1884,NV
5314,32029.0,2012,Nevada,NV,Storey,1321.0,Mitt Romney,republican,2314,NV
5316,32031.0,2012,Nevada,NV,Washoe,95409.0,Barack Obama,democrat,187855,NV
5320,32033.0,2012,Nevada,NV,White Pine,2601.0,Mitt Romney,republican,3704,NV
5323,32510.0,2012,Nevada,NV,Carson City,12394.0,Mitt Romney,republican,23319,NV
5326,33001.0,2012,New Hampshire,NH,Belknap,17571.0,Mitt Romney,republican,33886,NH
5329,33003.0,2012,New Hampshire,NH,Carroll,14207.0,Mitt Romney,republican,28592,NH
5331,33005.0,2012,New Hampshire,NH,Cheshire,25380.0,Barack Obama,democrat,41363,NH
5334,33007.0,2012,New Hampshire,NH,Coos,9095.0,Barack Obama,democrat,15702,NH
5337,33009.0,2012,New Hampshire,NH,Grafton,29826.0,Barack Obama,democrat,49005,NH
5340,33011.0,2012,New Hampshire,NH,Hillsborough,102303.0,Barack Obama,democrat,205672,NH
5343,33013.0,2012,New Hampshire,NH,Merrimack,44756.0,Barack Obama,democrat,80498,NH
5347,33015.0,2012,New Hampshire,NH,Rockingham,87921.0,Mitt Romney,republican,170419,NH
5349,33017.0,2012,New Hampshire,NH,Strafford,36026.0,Barack Obama,democrat,63960,NH
5352,33019.0,2012,New Hampshire,NH,Sullivan,12166.0,Barack Obama,democrat,21834,NH
5355,34001.0,2012,New Jersey,NJ,Atlantic,65600.0,Barack Obama,democrat,113179,NJ
5358,34003.0,2012,New Jersey,NJ,Bergen,212754.0,Barack Obama,democrat,385407,NJ
5361,34005.0,2012,New Jersey,NJ,Burlington,126377.0,Barack Obama,democrat,215936,NJ
5364,34007.0,2012,New Jersey,NJ,Camden,153682.0,Barack Obama,democrat,225428,NJ
5368,34009.0,2012,New Jersey,NJ,Cape May,25781.0,Mitt Romney,republican,47931,NJ
5370,34011.0,2012,New Jersey,NJ,Cumberland,34055.0,Barack Obama,democrat,55292,NJ
5373,34013.0,2012,New Jersey,NJ,Essex,236618.0,Barack Obama,democrat,303019,NJ
5376,34015.0,2012,New Jersey,NJ,Gloucester,74013.0,Barack Obama,democrat,135186,NJ
5379,34017.0,2012,New Jersey,NJ,Hudson,153108.0,Barack Obama,democrat,197504,NJ
5383,34019.0,2012,New Jersey,NJ,Hunterdon,38687.0,Mitt Romney,republican,66494,NJ
5385,34021.0,2012,New Jersey,NJ,Mercer,104377.0,Barack Obama,democrat,153511,NJ
5388,34023.0,2012,New Jersey,NJ,Middlesex,190555.0,Barack Obama,democrat,301315,NJ
5392,34025.0,2012,New Jersey,NJ,Monmouth,147513.0,Mitt Romney,republican,283978,NJ
5395,34027.0,2012,New Jersey,NJ,Morris,124947.0,Mitt Romney,republican,227392,NJ
5398,34029.0,2012,New Jersey,NJ,Ocean,146474.0,Mitt Romney,republican,251275,NJ
5400,34031.0,2012,New Jersey,NJ,Passaic,115926.0,Barack Obama,democrat,181988,NJ
5403,34033.0,2012,New Jersey,NJ,Salem,14719.0,Barack Obama,democrat,29501,NJ
5406,34035.0,2012,New Jersey,NJ,Somerset,74592.0,Barack Obama,democrat,142922,NJ
5410,34037.0,2012,New Jersey,NJ,Sussex,40625.0,Mitt Romney,republican,67933,NJ
5412,34039.0,2012,New Jersey,NJ,Union,139752.0,Barack Obama,democrat,209831,NJ
5416,34041.0,2012,New Jersey,NJ,Warren,25744.0,Mitt Romney,republican,45270,NJ
5418,35001.0,2012,New Mexico,NM,Bernalillo,150739.0,Barack Obama,democrat,270969,NM
5422,35003.0,2012,New Mexico,NM,Catron,1494.0,Mitt Romney,republican,2123,NM
5425,35005.0,2012,New Mexico,NM,Chaves,13088.0,Mitt Romney,republican,20292,NM
5427,35006.0,2012,New Mexico,NM,Cibola,4961.0,Barack Obama,democrat,8243,NM
5430,35007.0,2012,New Mexico,NM,Colfax,2828.0,Barack Obama,democrat,5764,NM
5434,35009.0,2012,New Mexico,NM,Curry,9251.0,Mitt Romney,republican,13625,NM
5437,35011.0,2012,New Mexico,NM,De Baca,586.0,Mitt Romney,republican,902,NM
5439,35013.0,2012,New Mexico,NM,Dona Ana,37139.0,Barack Obama,democrat,66423,NM
5443,35015.0,2012,New Mexico,NM,Eddy,12583.0,Mitt Romney,republican,19269,NM
5445,35017.0,2012,New Mexico,NM,Grant,7090.0,Barack Obama,democrat,12902,NM
5448,35019.0,2012,New Mexico,NM,Guadalupe,1488.0,Barack Obama,democrat,2135,NM
5452,35021.0,2012,New Mexico,NM,Harding,327.0,Mitt Romney,republican,601,NM
5454,35023.0,2012,New Mexico,NM,Hidalgo,995.0,Barack Obama,democrat,1935,NM
5458,35025.0,2012,New Mexico,NM,Lea,12548.0,Mitt Romney,republican,17015,NM
5461,35027.0,2012,New Mexico,NM,Lincoln,5961.0,Mitt Romney,republican,9242,NM
5463,35028.0,2012,New Mexico,NM,Los Alamos,5191.0,Barack Obama,democrat,10654,NM
5467,35029.0,2012,New Mexico,NM,Luna,3670.0,Mitt Romney,republican,7500,NM
5469,35031.0,2012,New Mexico,NM,McKinley,15841.0,Barack Obama,democrat,21929,NM
5472,35033.0,2012,New Mexico,NM,Mora,1955.0,Barack Obama,democrat,2611,NM
5476,35035.0,2012,New Mexico,NM,Otero,12451.0,Mitt Romney,republican,20012,NM
5479,35037.0,2012,New Mexico,NM,Quay,2202.0,Mitt Romney,republican,3707,NM
5481,35039.0,2012,New Mexico,NM,Rio Arriba,11465.0,Barack Obama,democrat,15343,NM
5485,35041.0,2012,New Mexico,NM,Roosevelt,4043.0,Mitt Romney,republican,5969,NM
5487,35043.0,2012,New Mexico,NM,Sandoval,27236.0,Barack Obama,democrat,54079,NM
5491,35045.0,2012,New Mexico,NM,San Juan,28849.0,Mitt Romney,republican,46237,NM
5493,35047.0,2012,New Mexico,NM,San Miguel,8850.0,Barack Obama,democrat,11509,NM
5496,35049.0,2012,New Mexico,NM,Santa Fe,50872.0,Barack Obama,democrat,69245,NM
5500,35051.0,2012,New Mexico,NM,Sierra,2928.0,Mitt Romney,republican,5102,NM
5502,35053.0,2012,New Mexico,NM,Socorro,4058.0,Barack Obama,democrat,7193,NM
5505,35055.0,2012,New Mexico,NM,Taos,11978.0,Barack Obama,democrat,15339,NM
5509,35057.0,2012,New Mexico,NM,Torrance,3529.0,Mitt Romney,republican,6402,NM
5512,35059.0,2012,New Mexico,NM,Union,1236.0,Mitt Romney,republican,1759,NM
5514,35061.0,2012,New Mexico,NM,Valencia,13511.0,Barack Obama,democrat,27728,NM
5517,36000.0,2012,Missouri,MO,Kansas City,105670.0,Barack Obama,democrat,136802,MO
5520,36001.0,2012,New York,NY,Albany,83978.0,Barack Obama,democrat,135766,NY
5524,36003.0,2012,New York,NY,Allegany,9377.0,Mitt Romney,republican,16953,NY
5526,36005.0,2012,New York,NY,Bronx,334600.0,Barack Obama,democrat,370894,NY
5529,36007.0,2012,New York,NY,Broome,39971.0,Barack Obama,democrat,81565,NY
5533,36009.0,2012,New York,NY,Cattaraugus,14655.0,Mitt Romney,republican,29767,NY
5535,36011.0,2012,New York,NY,Cayuga,16105.0,Barack Obama,democrat,31169,NY
5539,36013.0,2012,New York,NY,Chautauqua,24266.0,Mitt Romney,republican,52852,NY
5541,36015.0,2012,New York,NY,Chemung,16205.0,Barack Obama,democrat,35010,NY
5545,36017.0,2012,New York,NY,Chenango,8922.0,Mitt Romney,republican,19314,NY
5547,36019.0,2012,New York,NY,Clinton,18072.0,Barack Obama,democrat,30656,NY
5550,36021.0,2012,New York,NY,Columbia,15241.0,Barack Obama,democrat,29129,NY
5553,36023.0,2012,New York,NY,Cortland,9965.0,Barack Obama,democrat,19624,NY
5557,36025.0,2012,New York,NY,Delaware,9086.0,Mitt Romney,republican,18638,NY
5559,36027.0,2012,New York,NY,Dutchess,62063.0,Barack Obama,democrat,123705,NY
5562,36029.0,2012,New York,NY,Erie,227325.0,Barack Obama,democrat,414195,NY
5565,36031.0,2012,New York,NY,Essex,9368.0,Barack Obama,democrat,16717,NY
5568,36033.0,2012,New York,NY,Franklin,9532.0,Barack Obama,democrat,15934,NY
5572,36035.0,2012,New York,NY,Fulton,9830.0,Mitt Romney,republican,19799,NY
5575,36037.0,2012,New York,NY,Genesee,12814.0,Mitt Romney,republican,24746,NY
5578,36039.0,2012,New York,NY,Greene,9737.0,Mitt Romney,republican,20472,NY
5581,36041.0,2012,New York,NY,Hamilton,1771.0,Mitt Romney,republican,3122,NY
5584,36043.0,2012,New York,NY,Herkimer,12166.0,Mitt Romney,republican,25040,NY
5587,36045.0,2012,New York,NY,Jefferson,16435.0,Mitt Romney,republican,35708,NY
5589,36047.0,2012,New York,NY,Kings,580225.0,Barack Obama,democrat,730534,NY
5593,36049.0,2012,New York,NY,Lewis,5129.0,Mitt Romney,republican,10522,NY
5596,36051.0,2012,New York,NY,Livingston,12641.0,Mitt Romney,republican,26770,NY
5598,36053.0,2012,New York,NY,Madison,13231.0,Barack Obama,democrat,28094,NY
5601,36055.0,2012,New York,NY,Monroe,185916.0,Barack Obama,democrat,333813,NY
5604,36057.0,2012,New York,NY,Montgomery,8106.0,Barack Obama,democrat,18186,NY
5607,36059.0,2012,New York,NY,Nassau,294661.0,Barack Obama,democrat,568151,NY
5610,36061.0,2012,New York,NY,New York,486172.0,Barack Obama,democrat,597227,NY
5613,36063.0,2012,New York,NY,Niagara,41837.0,Barack Obama,democrat,89013,NY
5617,36065.0,2012,New York,NY,Oneida,40532.0,Mitt Romney,republican,86700,NY
5619,36067.0,2012,New York,NY,Onondaga,117470.0,Barack Obama,democrat,204717,NY
5622,36069.0,2012,New York,NY,Ontario,22065.0,Barack Obama,democrat,47853,NY
5625,36071.0,2012,New York,NY,Orange,70742.0,Barack Obama,democrat,140628,NY
5629,36073.0,2012,New York,NY,Orleans,7585.0,Mitt Romney,republican,14706,NY
5631,36075.0,2012,New York,NY,Oswego,22178.0,Barack Obama,democrat,44591,NY
5634,36077.0,2012,New York,NY,Otsego,11530.0,Barack Obama,democrat,24139,NY
5638,36079.0,2012,New York,NY,Putnam,20925.0,Mitt Romney,republican,44345,NY
5640,36081.0,2012,New York,NY,Queens,461391.0,Barack Obama,democrat,595073,NY
5643,36083.0,2012,New York,NY,Rensselaer,35373.0,Barack Obama,democrat,67990,NY
5646,36085.0,2012,New York,NY,Richmond,75557.0,Barack Obama,democrat,154169,NY
5649,36087.0,2012,New York,NY,Rockland,63908.0,Barack Obama,democrat,124442,NY
5652,36089.0,2012,New York,NY,St. Lawrence,20488.0,Barack Obama,democrat,37191,NY
5655,36091.0,2012,New York,NY,Saratoga,50998.0,Barack Obama,democrat,105510,NY
5658,36093.0,2012,New York,NY,Schenectady,35330.0,Barack Obama,democrat,64933,NY
5662,36095.0,2012,New York,NY,Schoharie,6497.0,Mitt Romney,republican,13207,NY
5665,36097.0,2012,New York,NY,Schuyler,3798.0,Mitt Romney,republican,8146,NY
5667,36099.0,2012,New York,NY,Seneca,6715.0,Barack Obama,democrat,13266,NY
5671,36101.0,2012,New York,NY,Steuben,20163.0,Mitt Romney,republican,38531,NY
5673,36103.0,2012,New York,NY,Suffolk,287519.0,Barack Obama,democrat,586258,NY
5676,36105.0,2012,New York,NY,Sullivan,14612.0,Barack Obama,democrat,28415,NY
5680,36107.0,2012,New York,NY,Tioga,11160.0,Mitt Romney,republican,21601,NY
5682,36109.0,2012,New York,NY,Tompkins,24872.0,Barack Obama,democrat,39670,NY
5685,36111.0,2012,New York,NY,Ulster,43837.0,Barack Obama,democrat,78315,NY
5688,36113.0,2012,New York,NY,Warren,14276.0,Barack Obama,democrat,29578,NY
5691,36115.0,2012,New York,NY,Washington,10993.0,Barack Obama,democrat,23095,NY
5695,36117.0,2012,New York,NY,Wayne,17248.0,Mitt Romney,republican,37547,NY
5697,36119.0,2012,New York,NY,Westchester,234778.0,Barack Obama,democrat,388447,NY
5701,36121.0,2012,New York,NY,Wyoming,9248.0,Mitt Romney,republican,16335,NY
5704,36123.0,2012,New York,NY,Yates,4269.0,Mitt Romney,republican,9442,NY
5707,37001.0,2012,North Carolina,NC,Alamance,38170.0,Mitt Romney,republican,67776,NC
5710,37003.0,2012,North Carolina,NC,Alexander,12253.0,Mitt Romney,republican,17196,NC
5713,37005.0,2012,North Carolina,NC,Alleghany,3390.0,Mitt Romney,republican,5067,NC
5715,37007.0,2012,North Carolina,NC,Anson,7019.0,Barack Obama,democrat,11256,NC
5719,37009.0,2012,North Carolina,NC,Ashe,8242.0,Mitt Romney,republican,12610,NC
5722,37011.0,2012,North Carolina,NC,Avery,5766.0,Mitt Romney,republican,7759,NC
5725,37013.0,2012,North Carolina,NC,Beaufort,13977.0,Mitt Romney,republican,23620,NC
5727,37015.0,2012,North Carolina,NC,Bertie,6695.0,Barack Obama,democrat,10123,NC
5730,37017.0,2012,North Carolina,NC,Bladen,8062.0,Barack Obama,democrat,15957,NC
5734,37019.0,2012,North Carolina,NC,Brunswick,34743.0,Mitt Romney,republican,57362,NC
5736,37021.0,2012,North Carolina,NC,Buncombe,70625.0,Barack Obama,democrat,127696,NC
5740,37023.0,2012,North Carolina,NC,Burke,22267.0,Mitt Romney,republican,36544,NC
5743,37025.0,2012,North Carolina,NC,Cabarrus,49557.0,Mitt Romney,republican,83566,NC
5746,37027.0,2012,North Carolina,NC,Caldwell,23229.0,Mitt Romney,republican,34732,NC
5749,37029.0,2012,North Carolina,NC,Camden,3109.0,Mitt Romney,republican,4704,NC
5752,37031.0,2012,North Carolina,NC,Carteret,24775.0,Mitt Romney,republican,35517,NC
