,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
2539,19093.0,2016,Iowa,IA,Ida,2655.0,Donald Trump,republican,3612,IA
2542,19095.0,2016,Iowa,IA,Iowa,5205.0,Donald Trump,republican,8904,IA
2545,19097.0,2016,Iowa,IA,Jackson,5824.0,Donald Trump,republican,10310,IA
2548,19099.0,2016,Iowa,IA,Jasper,10560.0,Donald Trump,republican,19034,IA
2551,19101.0,2016,Iowa,IA,Jefferson,3748.0,Donald Trump,republican,8156,IA
2553,19103.0,2016,Iowa,IA,Johnson,50200.0,Hillary Clinton,democrat,76940,IA
2557,19105.0,2016,Iowa,IA,Jones,5720.0,Donald Trump,republican,10133,IA
2560,19107.0,2016,Iowa,IA,Keokuk,3390.0,Donald Trump,republican,4985,IA
2563,19109.0,2016,Iowa,IA,Kossuth,5653.0,Donald Trump,republican,8607,IA
2566,19111.0,2016,Iowa,IA,Lee,8803.0,Donald Trump,republican,16151,IA
2568,19113.0,2016,Iowa,IA,Linn,58935.0,Hillary Clinton,democrat,117098,IA
2572,19115.0,2016,Iowa,IA,Louisa,3069.0,Donald Trump,republican,5008,IA
2575,19117.0,2016,Iowa,IA,Lucas,2877.0,Donald Trump,republican,4354,IA
2578,19119.0,2016,Iowa,IA,Lyon,5192.0,Donald Trump,republican,6377,IA
2581,19121.0,2016,Iowa,IA,Madison,5360.0,Donald Trump,republican,8636,IA
2584,19123.0,2016,Iowa,IA,Mahaska,7432.0,Donald Trump,republican,10632,IA
2587,19125.0,2016,Iowa,IA,Marion,10962.0,Donald Trump,republican,17816,IA
2590,19127.0,2016,Iowa,IA,Marshall,9146.0,Donald Trump,republican,17980,IA
2593,19129.0,2016,Iowa,IA,Mills,5067.0,Donald Trump,republican,7698,IA
2596,19131.0,2016,Iowa,IA,Mitchell,3190.0,Donald Trump,republican,5417,IA
2599,19133.0,2016,Iowa,IA,Monona,3120.0,Donald Trump,republican,4572,IA
2602,19135.0,2016,Iowa,IA,Monroe,2638.0,Donald Trump,republican,3865,IA
2605,19137.0,2016,Iowa,IA,Montgomery,3436.0,Donald Trump,republican,5044,IA
2608,19139.0,2016,Iowa,IA,Muscatine,9584.0,Donald Trump,republican,19434,IA
2611,19141.0,2016,Iowa,IA,O'Brien,5752.0,Donald Trump,republican,7406,IA
2614,19143.0,2016,Iowa,IA,Osceola,2531.0,Donald Trump,republican,3213,IA
2617,19145.0,2016,Iowa,IA,Page,4893.0,Donald Trump,republican,7044,IA
2620,19147.0,2016,Iowa,IA,Palo Alto,3081.0,Donald Trump,republican,4703,IA
2623,19149.0,2016,Iowa,IA,Plymouth,9680.0,Donald Trump,republican,13190,IA
2626,19151.0,2016,Iowa,IA,Pocahontas,2702.0,Donald Trump,republican,3865,IA
2628,19153.0,2016,Iowa,IA,Polk,119804.0,Hillary Clinton,democrat,231555,IA
2632,19155.0,2016,Iowa,IA,Pottawattamie,24447.0,Donald Trump,republican,42680,IA
2635,19157.0,2016,Iowa,IA,Poweshiek,4946.0,Donald Trump,republican,9833,IA
2638,19159.0,2016,Iowa,IA,Ringgold,1824.0,Donald Trump,republican,2707,IA
2641,19161.0,2016,Iowa,IA,Sac,3703.0,Donald Trump,republican,5212,IA
2643,19163.0,2016,Iowa,IA,Scott,40440.0,Hillary Clinton,democrat,86220,IA
2647,19165.0,2016,Iowa,IA,Shelby,4362.0,Donald Trump,republican,6370,IA
2650,19167.0,2016,Iowa,IA,Sioux,14785.0,Donald Trump,republican,18194,IA
2652,19169.0,2016,Iowa,IA,Story,25709.0,Hillary Clinton,democrat,50667,IA
2656,19171.0,2016,Iowa,IA,Tama,4971.0,Donald Trump,republican,8752,IA
2659,19173.0,2016,Iowa,IA,Taylor,2111.0,Donald Trump,republican,3029,IA
2662,19175.0,2016,Iowa,IA,Union,3525.0,Donald Trump,republican,5832,IA
2665,19177.0,2016,Iowa,IA,Van Buren,2527.0,Donald Trump,republican,3561,IA
2668,19179.0,2016,Iowa,IA,Wapello,8715.0,Donald Trump,republican,15149,IA
2671,19181.0,2016,Iowa,IA,Warren,14814.0,Donald Trump,republican,27300,IA
2674,19183.0,2016,Iowa,IA,Washington,6173.0,Donald Trump,republican,10929,IA
2677,19185.0,2016,Iowa,IA,Wayne,2069.0,Donald Trump,republican,2940,IA
2680,19187.0,2016,Iowa,IA,Webster,10056.0,Donald Trump,republican,17430,IA
2683,19189.0,2016,Iowa,IA,Winnebago,3447.0,Donald Trump,republican,5787,IA
2686,19191.0,2016,Iowa,IA,Winneshiek,5344.0,Donald Trump,republican,11362,IA
2689,19193.0,2016,Iowa,IA,Woodbury,24727.0,Donald Trump,republican,43718,IA
2692,19195.0,2016,Iowa,IA,Worth,2453.0,Donald Trump,republican,4257,IA
2695,19197.0,2016,Iowa,IA,Wright,3800.0,Donald Trump,republican,6026,IA
2698,20001.0,2016,Kansas,KS,Allen,3651.0,Donald Trump,republican,5454,KS
2701,20003.0,2016,Kansas,KS,Anderson,2435.0,Donald Trump,republican,3350,KS
2704,20005.0,2016,Kansas,KS,Atchison,4049.0,Donald Trump,republican,6575,KS
2707,20007.0,2016,Kansas,KS,Barber,1850.0,Donald Trump,republican,2252,KS
2710,20009.0,2016,Kansas,KS,Barton,7888.0,Donald Trump,republican,10269,KS
2713,20011.0,2016,Kansas,KS,Bourbon,4424.0,Donald Trump,republican,6093,KS
2716,20013.0,2016,Kansas,KS,Brown,2906.0,Donald Trump,republican,4036,KS
2719,20015.0,2016,Kansas,KS,Butler,19073.0,Donald Trump,republican,27657,KS
2722,20017.0,2016,Kansas,KS,Chase,969.0,Donald Trump,republican,1369,KS
2725,20019.0,2016,Kansas,KS,Chautauqua,1236.0,Donald Trump,republican,1481,KS
2728,20021.0,2016,Kansas,KS,Cherokee,6182.0,Donald Trump,republican,8620,KS
2731,20023.0,2016,Kansas,KS,Cheyenne,1173.0,Donald Trump,republican,1407,KS
2734,20025.0,2016,Kansas,KS,Clark,825.0,Donald Trump,republican,1005,KS
2737,20027.0,2016,Kansas,KS,Clay,2891.0,Donald Trump,republican,3820,KS
2740,20029.0,2016,Kansas,KS,Cloud,2919.0,Donald Trump,republican,3930,KS
2743,20031.0,2016,Kansas,KS,Coffey,3050.0,Donald Trump,republican,4068,KS
2746,20033.0,2016,Kansas,KS,Comanche,715.0,Donald Trump,republican,867,KS
2749,20035.0,2016,Kansas,KS,Cowley,8270.0,Donald Trump,republican,12621,KS
2752,20037.0,2016,Kansas,KS,Crawford,8624.0,Donald Trump,republican,14891,KS
2755,20039.0,2016,Kansas,KS,Decatur,1210.0,Donald Trump,republican,1452,KS
2758,20041.0,2016,Kansas,KS,Dickinson,6029.0,Donald Trump,republican,8210,KS
2761,20043.0,2016,Kansas,KS,Doniphan,2606.0,Donald Trump,republican,3378,KS
2763,20045.0,2016,Kansas,KS,Douglas,31195.0,Hillary Clinton,democrat,50087,KS
2767,20047.0,2016,Kansas,KS,Edwards,1037.0,Donald Trump,republican,1319,KS
2770,20049.0,2016,Kansas,KS,Elk,1048.0,Donald Trump,republican,1259,KS
2773,20051.0,2016,Kansas,KS,Ellis,8466.0,Donald Trump,republican,11947,KS
2776,20053.0,2016,Kansas,KS,Ellsworth,1969.0,Donald Trump,republican,2679,KS
2779,20055.0,2016,Kansas,KS,Finney,6350.0,Donald Trump,republican,10159,KS
2782,20057.0,2016,Kansas,KS,Ford,5114.0,Donald Trump,republican,7718,KS
2785,20059.0,2016,Kansas,KS,Franklin,7185.0,Donald Trump,republican,10965,KS
2788,20061.0,2016,Kansas,KS,Geary,4274.0,Donald Trump,republican,7504,KS
2791,20063.0,2016,Kansas,KS,Gove,1140.0,Donald Trump,republican,1343,KS
2794,20065.0,2016,Kansas,KS,Graham,1025.0,Donald Trump,republican,1284,KS
2797,20067.0,2016,Kansas,KS,Grant,1804.0,Donald Trump,republican,2389,KS
2800,20069.0,2016,Kansas,KS,Gray,1698.0,Donald Trump,republican,2066,KS
2803,20071.0,2016,Kansas,KS,Greeley,534.0,Donald Trump,republican,650,KS
2806,20073.0,2016,Kansas,KS,Greenwood,2160.0,Donald Trump,republican,2840,KS
2809,20075.0,2016,Kansas,KS,Hamilton,705.0,Donald Trump,republican,876,KS
2812,20077.0,2016,Kansas,KS,Harper,1996.0,Donald Trump,republican,2578,KS
2815,20079.0,2016,Kansas,KS,Harvey,8668.0,Donald Trump,republican,14916,KS
2818,20081.0,2016,Kansas,KS,Haskell,1040.0,Donald Trump,republican,1354,KS
2821,20083.0,2016,Kansas,KS,Hodgeman,855.0,Donald Trump,republican,1017,KS
2824,20085.0,2016,Kansas,KS,Jackson,3939.0,Donald Trump,republican,5818,KS
2827,20087.0,2016,Kansas,KS,Jefferson,5213.0,Donald Trump,republican,8337,KS
2830,20089.0,2016,Kansas,KS,Jewell,1223.0,Donald Trump,republican,1494,KS
2833,20091.0,2016,Kansas,KS,Johnson,137490.0,Donald Trump,republican,290090,KS
2836,20093.0,2016,Kansas,KS,Kearny,1075.0,Donald Trump,republican,1316,KS
2839,20095.0,2016,Kansas,KS,Kingman,2530.0,Donald Trump,republican,3334,KS
2842,20097.0,2016,Kansas,KS,Kiowa,900.0,Donald Trump,republican,1079,KS
2845,20099.0,2016,Kansas,KS,Labette,5335.0,Donald Trump,republican,8107,KS
2848,20101.0,2016,Kansas,KS,Lane,718.0,Donald Trump,republican,871,KS
2851,20103.0,2016,Kansas,KS,Leavenworth,17638.0,Donald Trump,republican,30301,KS
2854,20105.0,2016,Kansas,KS,Lincoln,1179.0,Donald Trump,republican,1464,KS
2857,20107.0,2016,Kansas,KS,Linn,3484.0,Donald Trump,republican,4427,KS
2860,20109.0,2016,Kansas,KS,Logan,1132.0,Donald Trump,republican,1357,KS
2863,20111.0,2016,Kansas,KS,Lyon,6552.0,Donald Trump,republican,12288,KS
2866,20113.0,2016,Kansas,KS,McPherson,8549.0,Donald Trump,republican,12742,KS
2869,20115.0,2016,Kansas,KS,Marion,4003.0,Donald Trump,republican,5624,KS
2872,20117.0,2016,Kansas,KS,Marshall,3307.0,Donald Trump,republican,4673,KS
2875,20119.0,2016,Kansas,KS,Meade,1415.0,Donald Trump,republican,1720,KS
2878,20121.0,2016,Kansas,KS,Miami,10003.0,Donald Trump,republican,15022,KS
2881,20123.0,2016,Kansas,KS,Mitchell,2308.0,Donald Trump,republican,2942,KS
2884,20125.0,2016,Kansas,KS,Montgomery,8679.0,Donald Trump,republican,12004,KS
2887,20127.0,2016,Kansas,KS,Morris,1820.0,Donald Trump,republican,2624,KS
2890,20129.0,2016,Kansas,KS,Morton,995.0,Donald Trump,republican,1192,KS
2893,20131.0,2016,Kansas,KS,Nemaha,4124.0,Donald Trump,republican,5122,KS
2896,20133.0,2016,Kansas,KS,Neosho,4431.0,Donald Trump,republican,6314,KS
2899,20135.0,2016,Kansas,KS,Ness,1228.0,Donald Trump,republican,1454,KS
2902,20137.0,2016,Kansas,KS,Norton,1840.0,Donald Trump,republican,2234,KS
2905,20139.0,2016,Kansas,KS,Osage,4826.0,Donald Trump,republican,7046,KS
2908,20141.0,2016,Kansas,KS,Osborne,1460.0,Donald Trump,republican,1788,KS
2911,20143.0,2016,Kansas,KS,Ottawa,2283.0,Donald Trump,republican,2903,KS
2914,20145.0,2016,Kansas,KS,Pawnee,1904.0,Donald Trump,republican,2661,KS
2917,20147.0,2016,Kansas,KS,Phillips,2233.0,Donald Trump,republican,2664,KS
2920,20149.0,2016,Kansas,KS,Pottawatomie,7612.0,Donald Trump,republican,10693,KS
2923,20151.0,2016,Kansas,KS,Pratt,2838.0,Donald Trump,republican,3842,KS
2926,20153.0,2016,Kansas,KS,Rawlins,1220.0,Donald Trump,republican,1472,KS
2929,20155.0,2016,Kansas,KS,Reno,15513.0,Donald Trump,republican,24210,KS
2932,20157.0,2016,Kansas,KS,Republic,2024.0,Donald Trump,republican,2529,KS
2935,20159.0,2016,Kansas,KS,Rice,2837.0,Donald Trump,republican,3804,KS
2938,20161.0,2016,Kansas,KS,Riley,10107.0,Donald Trump,republican,21532,KS
2941,20163.0,2016,Kansas,KS,Rooks,2031.0,Donald Trump,republican,2419,KS
2944,20165.0,2016,Kansas,KS,Rush,1197.0,Donald Trump,republican,1503,KS
2947,20167.0,2016,Kansas,KS,Russell,2574.0,Donald Trump,republican,3193,KS
2950,20169.0,2016,Kansas,KS,Saline,13828.0,Donald Trump,republican,22064,KS
2953,20171.0,2016,Kansas,KS,Scott,1865.0,Donald Trump,republican,2202,KS
2956,20173.0,2016,Kansas,KS,Sedgwick,104353.0,Donald Trump,republican,188783,KS
2959,20175.0,2016,Kansas,KS,Seward,3159.0,Donald Trump,republican,5038,KS
2962,20177.0,2016,Kansas,KS,Shawnee,35934.0,Donald Trump,republican,75406,KS
2965,20179.0,2016,Kansas,KS,Sheridan,1197.0,Donald Trump,republican,1374,KS
2968,20181.0,2016,Kansas,KS,Sherman,2089.0,Donald Trump,republican,2612,KS
2971,20183.0,2016,Kansas,KS,Smith,1661.0,Donald Trump,republican,2042,KS
2974,20185.0,2016,Kansas,KS,Stafford,1490.0,Donald Trump,republican,1896,KS
2977,20187.0,2016,Kansas,KS,Stanton,492.0,Donald Trump,republican,637,KS
2980,20189.0,2016,Kansas,KS,Stevens,1599.0,Donald Trump,republican,1891,KS
2983,20191.0,2016,Kansas,KS,Sumner,6984.0,Donald Trump,republican,9722,KS
2986,20193.0,2016,Kansas,KS,Thomas,2908.0,Donald Trump,republican,3576,KS
2989,20195.0,2016,Kansas,KS,Trego,1227.0,Donald Trump,republican,1482,KS
2992,20197.0,2016,Kansas,KS,Wabaunsee,2372.0,Donald Trump,republican,3380,KS
2995,20199.0,2016,Kansas,KS,Wallace,721.0,Donald Trump,republican,798,KS
2998,20201.0,2016,Kansas,KS,Washington,2194.0,Donald Trump,republican,2765,KS
3001,20203.0,2016,Kansas,KS,Wichita,769.0,Donald Trump,republican,956,KS
3004,20205.0,2016,Kansas,KS,Wilson,2788.0,Donald Trump,republican,3591,KS
3007,20207.0,2016,Kansas,KS,Woodson,1082.0,Donald Trump,republican,1443,KS
3009,20209.0,2016,Kansas,KS,Wyandotte,30146.0,Hillary Clinton,democrat,48781,KS
3013,21001.0,2016,Kentucky,KY,Adair,6637.0,Donald Trump,republican,8233,KY
3016,21003.0,2016,Kentucky,KY,Allen,6466.0,Donald Trump,republican,8096,KY
3019,21005.0,2016,Kentucky,KY,Anderson,8242.0,Donald Trump,republican,11422,KY
3022,21007.0,2016,Kentucky,KY,Ballard,3161.0,Donald Trump,republican,4101,KY
3025,21009.0,2016,Kentucky,KY,Barren,13483.0,Donald Trump,republican,18488,KY
3028,21011.0,2016,Kentucky,KY,Bath,3082.0,Donald Trump,republican,4587,KY
3031,21013.0,2016,Kentucky,KY,Bell,7764.0,Donald Trump,republican,9718,KY
3034,21015.0,2016,Kentucky,KY,Boone,39082.0,Donald Trump,republican,57618,KY
3037,21017.0,2016,Kentucky,KY,Bourbon,5569.0,Donald Trump,republican,8803,KY
3040,21019.0,2016,Kentucky,KY,Boyd,13591.0,Donald Trump,republican,20454,KY
3043,21021.0,2016,Kentucky,KY,Boyle,8040.0,Donald Trump,republican,12946,KY
3046,21023.0,2016,Kentucky,KY,Bracken,2711.0,Donald Trump,republican,3527,KY
3049,21025.0,2016,Kentucky,KY,Breathitt,3991.0,Donald Trump,republican,5738,KY
3052,21027.0,2016,Kentucky,KY,Breckinridge,6484.0,Donald Trump,republican,8774,KY
3055,21029.0,2016,Kentucky,KY,Bullitt,26210.0,Donald Trump,republican,36069,KY
3058,21031.0,2016,Kentucky,KY,Butler,4428.0,Donald Trump,republican,5576,KY
3061,21033.0,2016,Kentucky,KY,Caldwell,4507.0,Donald Trump,republican,5975,KY
3064,21035.0,2016,Kentucky,KY,Calloway,10367.0,Donald Trump,republican,16049,KY
3067,21037.0,2016,Kentucky,KY,Campbell,25050.0,Donald Trump,republican,42510,KY
3070,21039.0,2016,Kentucky,KY,Carlisle,2094.0,Donald Trump,republican,2601,KY
3073,21041.0,2016,Kentucky,KY,Carroll,2588.0,Donald Trump,republican,3855,KY
3076,21043.0,2016,Kentucky,KY,Carter,7587.0,Donald Trump,republican,10278,KY
3079,21045.0,2016,Kentucky,KY,Casey,5482.0,Donald Trump,republican,6439,KY
3082,21047.0,2016,Kentucky,KY,Christian,14108.0,Donald Trump,republican,22083,KY
3085,21049.0,2016,Kentucky,KY,Clark,10710.0,Donald Trump,republican,16205,KY
3088,21051.0,2016,Kentucky,KY,Clay,5861.0,Donald Trump,republican,6767,KY
3091,21053.0,2016,Kentucky,KY,Clinton,3809.0,Donald Trump,republican,4462,KY
3094,21055.0,2016,Kentucky,KY,Crittenden,3290.0,Donald Trump,republican,4037,KY
3097,21057.0,2016,Kentucky,KY,Cumberland,2502.0,Donald Trump,republican,3066,KY
3100,21059.0,2016,Kentucky,KY,Daviess,28907.0,Donald Trump,republican,45807,KY
3103,21061.0,2016,Kentucky,KY,Edmonson,4135.0,Donald Trump,republican,5244,KY
3106,21063.0,2016,Kentucky,KY,Elliott,2000.0,Donald Trump,republican,2855,KY
3109,21065.0,2016,Kentucky,KY,Estill,4236.0,Donald Trump,republican,5545,KY
3111,21067.0,2016,Kentucky,KY,Fayette,69778.0,Hillary Clinton,democrat,136315,KY
3115,21069.0,2016,Kentucky,KY,Fleming,4722.0,Donald Trump,republican,6260,KY
3118,21071.0,2016,Kentucky,KY,Floyd,11993.0,Donald Trump,republican,16540,KY
3121,21073.0,2016,Kentucky,KY,Franklin,11819.0,Donald Trump,republican,23865,KY
3124,21075.0,2016,Kentucky,KY,Fulton,1549.0,Donald Trump,republican,2382,KY
3127,21077.0,2016,Kentucky,KY,Gallatin,2443.0,Donald Trump,republican,3338,KY
3130,21079.0,2016,Kentucky,KY,Garrard,5904.0,Donald Trump,republican,7623,KY
3133,21081.0,2016,Kentucky,KY,Grant,7268.0,Donald Trump,republican,9559,KY
3136,21083.0,2016,Kentucky,KY,Graves,12671.0,Donald Trump,republican,16606,KY
3139,21085.0,2016,Kentucky,KY,Grayson,8219.0,Donald Trump,republican,10576,KY
3142,21087.0,2016,Kentucky,KY,Green,4372.0,Donald Trump,republican,5333,KY
3145,21089.0,2016,Kentucky,KY,Greenup,11546.0,Donald Trump,republican,16277,KY
3148,21091.0,2016,Kentucky,KY,Hancock,2788.0,Donald Trump,republican,4295,KY
3151,21093.0,2016,Kentucky,KY,Hardin,26971.0,Donald Trump,republican,43156,KY
3154,21095.0,2016,Kentucky,KY,Harlan,9129.0,Donald Trump,republican,10757,KY
3157,21097.0,2016,Kentucky,KY,Harrison,5435.0,Donald Trump,republican,7781,KY
3160,21099.0,2016,Kentucky,KY,Hart,5320.0,Donald Trump,republican,7264,KY
3163,21101.0,2016,Kentucky,KY,Henderson,12159.0,Donald Trump,republican,19710,KY
3166,21103.0,2016,Kentucky,KY,Henry,4944.0,Donald Trump,republican,7149,KY
3169,21105.0,2016,Kentucky,KY,Hickman,1657.0,Donald Trump,republican,2157,KY
3172,21107.0,2016,Kentucky,KY,Hopkins,15277.0,Donald Trump,republican,20345,KY
3175,21109.0,2016,Kentucky,KY,Jackson,4889.0,Donald Trump,republican,5501,KY
3177,21111.0,2016,Kentucky,KY,Jefferson,190836.0,Hillary Clinton,democrat,353099,KY
3181,21113.0,2016,Kentucky,KY,Jessamine,15474.0,Donald Trump,republican,23326,KY
3184,21115.0,2016,Kentucky,KY,Johnson,8043.0,Donald Trump,republican,9572,KY
3187,21117.0,2016,Kentucky,KY,Kenton,42958.0,Donald Trump,republican,71998,KY
3190,21119.0,2016,Kentucky,KY,Knott,4357.0,Donald Trump,republican,5763,KY
3193,21121.0,2016,Kentucky,KY,Knox,9885.0,Donald Trump,republican,12012,KY
3196,21123.0,2016,Kentucky,KY,Larue,4799.0,Donald Trump,republican,6367,KY
3199,21125.0,2016,Kentucky,KY,Laurel,20592.0,Donald Trump,republican,24833,KY
3202,21127.0,2016,Kentucky,KY,Lawrence,4816.0,Donald Trump,republican,6042,KY
3205,21129.0,2016,Kentucky,KY,Lee,2151.0,Donald Trump,republican,2667,KY
3208,21131.0,2016,Kentucky,KY,Leslie,4015.0,Donald Trump,republican,4492,KY
3211,21133.0,2016,Kentucky,KY,Letcher,7293.0,Donald Trump,republican,9134,KY
3214,21135.0,2016,Kentucky,KY,Lewis,4363.0,Donald Trump,republican,5298,KY
3217,21137.0,2016,Kentucky,KY,Lincoln,7338.0,Donald Trump,republican,9561,KY
3220,21139.0,2016,Kentucky,KY,Livingston,3570.0,Donald Trump,republican,4645,KY
3223,21141.0,2016,Kentucky,KY,Logan,7778.0,Donald Trump,republican,10899,KY
3226,21143.0,2016,Kentucky,KY,Lyon,2789.0,Donald Trump,republican,3962,KY
3229,21145.0,2016,Kentucky,KY,McCracken,20774.0,Donald Trump,republican,31307,KY
3232,21147.0,2016,Kentucky,KY,McCreary,5012.0,Donald Trump,republican,5776,KY
3235,21149.0,2016,Kentucky,KY,McLean,3381.0,Donald Trump,republican,4566,KY
3238,21151.0,2016,Kentucky,KY,Madison,23431.0,Donald Trump,republican,37371,KY
3241,21153.0,2016,Kentucky,KY,Magoffin,3824.0,Donald Trump,republican,5116,KY
3244,21155.0,2016,Kentucky,KY,Marion,5122.0,Donald Trump,republican,8111,KY
3247,21157.0,2016,Kentucky,KY,Marshall,12322.0,Donald Trump,republican,16698,KY
3250,21159.0,2016,Kentucky,KY,Martin,3503.0,Donald Trump,republican,3953,KY
3253,21161.0,2016,Kentucky,KY,Mason,4944.0,Donald Trump,republican,7219,KY
3256,21163.0,2016,Kentucky,KY,Meade,8660.0,Donald Trump,republican,12231,KY
3259,21165.0,2016,Kentucky,KY,Menifee,2010.0,Donald Trump,republican,2779,KY
3262,21167.0,2016,Kentucky,KY,Mercer,7740.0,Donald Trump,republican,10585,KY
3265,21169.0,2016,Kentucky,KY,Metcalfe,3491.0,Donald Trump,republican,4620,KY
3268,21171.0,2016,Kentucky,KY,Monroe,4278.0,Donald Trump,republican,4991,KY
3271,21173.0,2016,Kentucky,KY,Montgomery,7856.0,Donald Trump,republican,11452,KY
3274,21175.0,2016,Kentucky,KY,Morgan,3628.0,Donald Trump,republican,4775,KY
3277,21177.0,2016,Kentucky,KY,Muhlenberg,9393.0,Donald Trump,republican,13060,KY
3280,21179.0,2016,Kentucky,KY,Nelson,13431.0,Donald Trump,republican,20802,KY
3283,21181.0,2016,Kentucky,KY,Nicholas,1957.0,Donald Trump,republican,2841,KY
3286,21183.0,2016,Kentucky,KY,Ohio,7942.0,Donald Trump,republican,10398,KY
3289,21185.0,2016,Kentucky,KY,Oldham,20469.0,Donald Trump,republican,32853,KY
3292,21187.0,2016,Kentucky,KY,Owen,3745.0,Donald Trump,republican,5001,KY
3295,21189.0,2016,Kentucky,KY,Owsley,1474.0,Donald Trump,republican,1759,KY
3298,21191.0,2016,Kentucky,KY,Pendleton,4604.0,Donald Trump,republican,6007,KY
3301,21193.0,2016,Kentucky,KY,Perry,8158.0,Donald Trump,republican,10572,KY
3304,21195.0,2016,Kentucky,KY,Pike,19747.0,Donald Trump,republican,24665,KY
3307,21197.0,2016,Kentucky,KY,Powell,3513.0,Donald Trump,republican,4957,KY
3310,21199.0,2016,Kentucky,KY,Pulaski,22902.0,Donald Trump,republican,28041,KY
3313,21201.0,2016,Kentucky,KY,Robertson,759.0,Donald Trump,republican,1013,KY
3316,21203.0,2016,Kentucky,KY,Rockcastle,5609.0,Donald Trump,republican,6691,KY
3319,21205.0,2016,Kentucky,KY,Rowan,5174.0,Donald Trump,republican,8848,KY
3322,21207.0,2016,Kentucky,KY,Russell,6863.0,Donald Trump,republican,8174,KY
3325,21209.0,2016,Kentucky,KY,Scott,15052.0,Donald Trump,republican,24200,KY
3328,21211.0,2016,Kentucky,KY,Shelby,13196.0,Donald Trump,republican,20580,KY
3331,21213.0,2016,Kentucky,KY,Simpson,5077.0,Donald Trump,republican,7531,KY
3334,21215.0,2016,Kentucky,KY,Spencer,7196.0,Donald Trump,republican,9515,KY
3337,21217.0,2016,Kentucky,KY,Taylor,8320.0,Donald Trump,republican,11306,KY
3340,21219.0,2016,Kentucky,KY,Todd,3612.0,Donald Trump,republican,4779,KY
3343,21221.0,2016,Kentucky,KY,Trigg,4931.0,Donald Trump,republican,6751,KY
3346,21223.0,2016,Kentucky,KY,Trimble,2771.0,Donald Trump,republican,3798,KY
3349,21225.0,2016,Kentucky,KY,Union,4701.0,Donald Trump,republican,6211,KY
3352,21227.0,2016,Kentucky,KY,Warren,28673.0,Donald Trump,republican,48454,KY
3355,21229.0,2016,Kentucky,KY,Washington,4013.0,Donald Trump,republican,5636,KY
3358,21231.0,2016,Kentucky,KY,Wayne,6371.0,Donald Trump,republican,7992,KY
3361,21233.0,2016,Kentucky,KY,Webster,4397.0,Donald Trump,republican,5805,KY
3364,21235.0,2016,Kentucky,KY,Whitley,11312.0,Donald Trump,republican,13774,KY
3367,21237.0,2016,Kentucky,KY,Wolfe,1804.0,Donald Trump,republican,2635,KY
3370,21239.0,2016,Kentucky,KY,Woodford,7697.0,Donald Trump,republican,13563,KY
3373,22001.0,2016,Louisiana,LA,Acadia,21162.0,Donald Trump,republican,27389,LA
3376,22003.0,2016,Louisiana,LA,Allen,6867.0,Donald Trump,republican,9245,LA
3379,22005.0,2016,Louisiana,LA,Ascension,36143.0,Donald Trump,republican,54678,LA
3382,22007.0,2016,Louisiana,LA,Assumption,6714.0,Donald Trump,republican,10904,LA
3385,22009.0,2016,Louisiana,LA,Avoyelles,11165.0,Donald Trump,republican,16586,LA
3388,22011.0,2016,Louisiana,LA,Beauregard,12238.0,Donald Trump,republican,15078,LA
3391,22013.0,2016,Louisiana,LA,Bienville,3756.0,Donald Trump,republican,7005,LA
3394,22015.0,2016,Louisiana,LA,Bossier,35474.0,Donald Trump,republican,49848,LA
3396,22017.0,2016,Louisiana,LA,Caddo,53483.0,Hillary Clinton,democrat,105804,LA
3400,22019.0,2016,Louisiana,LA,Calcasieu,54191.0,Donald Trump,republican,83785,LA
3403,22021.0,2016,Louisiana,LA,Caldwell,3822.0,Donald Trump,republican,4692,LA
3406,22023.0,2016,Louisiana,LA,Cameron,3256.0,Donald Trump,republican,3692,LA
3409,22025.0,2016,Louisiana,LA,Catahoula,3479.0,Donald Trump,republican,4856,LA
3412,22027.0,2016,Louisiana,LA,Claiborne,3585.0,Donald Trump,republican,6421,LA
3415,22029.0,2016,Louisiana,LA,Concordia,5477.0,Donald Trump,republican,8872,LA
3418,22031.0,2016,Louisiana,LA,De Soto,8068.0,Donald Trump,republican,13500,LA
3420,22033.0,2016,Louisiana,LA,East Baton Rouge,102828.0,Hillary Clinton,democrat,196491,LA
3423,22035.0,2016,Louisiana,LA,East Carroll,1838.0,Hillary Clinton,democrat,2939,LA
3427,22037.0,2016,Louisiana,LA,East Feliciana,5569.0,Donald Trump,republican,10042,LA
3430,22039.0,2016,Louisiana,LA,Evangeline,10360.0,Donald Trump,republican,14882,LA
3433,22041.0,2016,Louisiana,LA,Franklin,6514.0,Donald Trump,republican,9162,LA
3436,22043.0,2016,Louisiana,LA,Grant,7408.0,Donald Trump,republican,8821,LA
3439,22045.0,2016,Louisiana,LA,Iberia,20903.0,Donald Trump,republican,32454,LA
3441,22047.0,2016,Louisiana,LA,Iberville,8324.0,Hillary Clinton,democrat,16043,LA
3445,22049.0,2016,Louisiana,LA,Jackson,5169.0,Donald Trump,republican,7464,LA
3448,22051.0,2016,Louisiana,LA,Jefferson,100398.0,Donald Trump,republican,181639,LA
3451,22053.0,2016,Louisiana,LA,Jefferson Davis,10775.0,Donald Trump,republican,14277,LA
3454,22055.0,2016,Louisiana,LA,Lafayette,68195.0,Donald Trump,republican,105603,LA
