,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
5116,31081.0,2008,Nebraska,NE,Hamilton,3389.0,John McCain,republican,4799,NE
5119,31083.0,2008,Nebraska,NE,Harlan,1329.0,John McCain,republican,1766,NE
5122,31085.0,2008,Nebraska,NE,Hayes,461.0,John McCain,republican,553,NE
5125,31087.0,2008,Nebraska,NE,Hitchcock,1001.0,John McCain,republican,1379,NE
5128,31089.0,2008,Nebraska,NE,Holt,3746.0,John McCain,republican,4974,NE
5131,31091.0,2008,Nebraska,NE,Hooker,355.0,John McCain,republican,438,NE
5134,31093.0,2008,Nebraska,NE,Howard,1847.0,John McCain,republican,2996,NE
5137,31095.0,2008,Nebraska,NE,Jefferson,2103.0,John McCain,republican,3697,NE
5140,31097.0,2008,Nebraska,NE,Johnson,1142.0,John McCain,republican,2110,NE
5143,31099.0,2008,Nebraska,NE,Kearney,2224.0,John McCain,republican,3150,NE
5146,31101.0,2008,Nebraska,NE,Keith,2942.0,John McCain,republican,3968,NE
5149,31103.0,2008,Nebraska,NE,Keya Paha,409.0,John McCain,republican,533,NE
5152,31105.0,2008,Nebraska,NE,Kimball,1346.0,John McCain,republican,1811,NE
5155,31107.0,2008,Nebraska,NE,Knox,2728.0,John McCain,republican,4084,NE
5157,31109.0,2008,Nebraska,NE,Lancaster,65734.0,Barack Obama,democrat,127490,NE
5161,31111.0,2008,Nebraska,NE,Lincoln,10817.0,John McCain,republican,16277,NE
5164,31113.0,2008,Nebraska,NE,Logan,327.0,John McCain,republican,416,NE
5167,31115.0,2008,Nebraska,NE,Loup,302.0,John McCain,republican,393,NE
5170,31117.0,2008,Nebraska,NE,McPherson,240.0,John McCain,republican,293,NE
5173,31119.0,2008,Nebraska,NE,Madison,9655.0,John McCain,republican,14045,NE
5176,31121.0,2008,Nebraska,NE,Merrick,2375.0,John McCain,republican,3431,NE
5179,31123.0,2008,Nebraska,NE,Morrill,1725.0,John McCain,republican,2351,NE
5182,31125.0,2008,Nebraska,NE,Nance,1116.0,John McCain,republican,1707,NE
5185,31127.0,2008,Nebraska,NE,Nemaha,2134.0,John McCain,republican,3474,NE
5188,31129.0,2008,Nebraska,NE,Nuckolls,1498.0,John McCain,republican,2221,NE
5191,31131.0,2008,Nebraska,NE,Otoe,4033.0,John McCain,republican,7092,NE
5194,31133.0,2008,Nebraska,NE,Pawnee,859.0,John McCain,republican,1384,NE
5197,31135.0,2008,Nebraska,NE,Perkins,1092.0,John McCain,republican,1420,NE
5200,31137.0,2008,Nebraska,NE,Phelps,3360.0,John McCain,republican,4473,NE
5203,31139.0,2008,Nebraska,NE,Pierce,2385.0,John McCain,republican,3226,NE
5206,31141.0,2008,Nebraska,NE,Platte,9373.0,John McCain,republican,13420,NE
5209,31143.0,2008,Nebraska,NE,Polk,1822.0,John McCain,republican,2543,NE
5212,31145.0,2008,Nebraska,NE,Red Willow,3735.0,John McCain,republican,5044,NE
5215,31147.0,2008,Nebraska,NE,Richardson,2342.0,John McCain,republican,3968,NE
5218,31149.0,2008,Nebraska,NE,Rock,640.0,John McCain,republican,801,NE
5220,31151.0,2008,Nebraska,NE,Saline,2674.0,Barack Obama,democrat,5251,NE
5224,31153.0,2008,Nebraska,NE,Sarpy,38816.0,John McCain,republican,68022,NE
5227,31155.0,2008,Nebraska,NE,Saunders,6188.0,John McCain,republican,10212,NE
5230,31157.0,2008,Nebraska,NE,Scotts Bluff,9708.0,John McCain,republican,14730,NE
5233,31159.0,2008,Nebraska,NE,Seward,4647.0,John McCain,republican,7529,NE
5236,31161.0,2008,Nebraska,NE,Sheridan,1941.0,John McCain,republican,2462,NE
5239,31163.0,2008,Nebraska,NE,Sherman,950.0,John McCain,republican,1572,NE
5242,31165.0,2008,Nebraska,NE,Sioux,603.0,John McCain,republican,732,NE
5245,31167.0,2008,Nebraska,NE,Stanton,1781.0,John McCain,republican,2495,NE
5248,31169.0,2008,Nebraska,NE,Thayer,1749.0,John McCain,republican,2659,NE
5251,31171.0,2008,Nebraska,NE,Thomas,331.0,John McCain,republican,390,NE
5253,31173.0,2008,Nebraska,NE,Thurston,1120.0,Barack Obama,democrat,2126,NE
5257,31175.0,2008,Nebraska,NE,Valley,1657.0,John McCain,republican,2423,NE
5260,31177.0,2008,Nebraska,NE,Washington,6425.0,John McCain,republican,10320,NE
5263,31179.0,2008,Nebraska,NE,Wayne,2503.0,John McCain,republican,3808,NE
5266,31181.0,2008,Nebraska,NE,Webster,1233.0,John McCain,republican,1817,NE
5269,31183.0,2008,Nebraska,NE,Wheeler,334.0,John McCain,republican,440,NE
5272,31185.0,2008,Nebraska,NE,York,4848.0,John McCain,republican,6568,NE
5275,32001.0,2008,Nevada,NV,Churchill,6832.0,John McCain,republican,10605,NV
5277,32003.0,2008,Nevada,NV,Clark,380765.0,Barack Obama,democrat,651172,NV
5281,32005.0,2008,Nevada,NV,Douglas,14648.0,John McCain,republican,25904,NV
5284,32007.0,2008,Nevada,NV,Elko,10969.0,John McCain,republican,16019,NV
5287,32009.0,2008,Nevada,NV,Esmeralda,303.0,John McCain,republican,439,NV
5290,32011.0,2008,Nevada,NV,Eureka,564.0,John McCain,republican,745,NV
5293,32013.0,2008,Nevada,NV,Humboldt,3586.0,John McCain,republican,5664,NV
5296,32015.0,2008,Nevada,NV,Lander,1466.0,John McCain,republican,2102,NV
5299,32017.0,2008,Nevada,NV,Lincoln,1498.0,John McCain,republican,2107,NV
5302,32019.0,2008,Nevada,NV,Lyon,12154.0,John McCain,republican,21103,NV
5305,32021.0,2008,Nevada,NV,Mineral,1131.0,John McCain,republican,2307,NV
5308,32023.0,2008,Nevada,NV,Nye,9537.0,John McCain,republican,17491,NV
5311,32027.0,2008,Nevada,NV,Pershing,1075.0,John McCain,republican,1836,NV
5314,32029.0,2008,Nevada,NV,Storey,1247.0,John McCain,republican,2418,NV
5316,32031.0,2008,Nevada,NV,Washoe,99671.0,Barack Obama,democrat,180414,NV
5320,32033.0,2008,Nevada,NV,White Pine,2440.0,John McCain,republican,3842,NV
5322,32510.0,2008,Nevada,NV,Carson City,11623.0,Barack Obama,democrat,23680,NV
5325,33001.0,2008,New Hampshire,NH,Belknap,16796.0,Barack Obama,democrat,33614,NH
5328,33003.0,2008,New Hampshire,NH,Carroll,15221.0,Barack Obama,democrat,29056,NH
5331,33005.0,2008,New Hampshire,NH,Cheshire,26971.0,Barack Obama,democrat,42823,NH
5334,33007.0,2008,New Hampshire,NH,Coos,9532.0,Barack Obama,democrat,16348,NH
5337,33009.0,2008,New Hampshire,NH,Grafton,31446.0,Barack Obama,democrat,49890,NH
5340,33011.0,2008,New Hampshire,NH,Hillsborough,104820.0,Barack Obama,democrat,204709,NH
5343,33013.0,2008,New Hampshire,NH,Merrimack,45078.0,Barack Obama,democrat,80106,NH
5346,33015.0,2008,New Hampshire,NH,Rockingham,83723.0,Barack Obama,democrat,167822,NH
5349,33017.0,2008,New Hampshire,NH,Strafford,37990.0,Barack Obama,democrat,63848,NH
5352,33019.0,2008,New Hampshire,NH,Sullivan,13249.0,Barack Obama,democrat,22754,NH
5355,34001.0,2008,New Jersey,NJ,Atlantic,67830.0,Barack Obama,democrat,118073,NJ
5358,34003.0,2008,New Jersey,NJ,Bergen,225367.0,Barack Obama,democrat,412638,NJ
5361,34005.0,2008,New Jersey,NJ,Burlington,131219.0,Barack Obama,democrat,221414,NJ
5364,34007.0,2008,New Jersey,NJ,Camden,159259.0,Barack Obama,democrat,233593,NJ
5368,34009.0,2008,New Jersey,NJ,Cape May,27288.0,John McCain,republican,50381,NJ
5370,34011.0,2008,New Jersey,NJ,Cumberland,34919.0,Barack Obama,democrat,57484,NJ
5373,34013.0,2008,New Jersey,NJ,Essex,240306.0,Barack Obama,democrat,315004,NJ
5376,34015.0,2008,New Jersey,NJ,Gloucester,77267.0,Barack Obama,democrat,137982,NJ
5379,34017.0,2008,New Jersey,NJ,Hudson,154140.0,Barack Obama,democrat,210148,NJ
5383,34019.0,2008,New Jersey,NJ,Hunterdon,39092.0,John McCain,republican,69099,NJ
5385,34021.0,2008,New Jersey,NJ,Mercer,107926.0,Barack Obama,democrat,158549,NJ
5388,34023.0,2008,New Jersey,NJ,Middlesex,193812.0,Barack Obama,democrat,318379,NJ
5392,34025.0,2008,New Jersey,NJ,Monmouth,160433.0,John McCain,republican,309915,NJ
5395,34027.0,2008,New Jersey,NJ,Morris,132331.0,John McCain,republican,245148,NJ
5398,34029.0,2008,New Jersey,NJ,Ocean,160677.0,John McCain,republican,271460,NJ
5400,34031.0,2008,New Jersey,NJ,Passaic,113257.0,Barack Obama,democrat,186196,NJ
5403,34033.0,2008,New Jersey,NJ,Salem,16044.0,Barack Obama,democrat,30959,NJ
5406,34035.0,2008,New Jersey,NJ,Somerset,79321.0,Barack Obama,democrat,149763,NJ
5410,34037.0,2008,New Jersey,NJ,Sussex,44184.0,John McCain,republican,73340,NJ
5412,34039.0,2008,New Jersey,NJ,Union,141417.0,Barack Obama,democrat,220650,NJ
5416,34041.0,2008,New Jersey,NJ,Warren,27500.0,John McCain,republican,48323,NJ
5418,35001.0,2008,New Mexico,NM,Bernalillo,171556.0,Barack Obama,democrat,285778,NM
5422,35003.0,2008,New Mexico,NM,Catron,1398.0,John McCain,republican,2112,NM
5425,35005.0,2008,New Mexico,NM,Chaves,13651.0,John McCain,republican,22112,NM
5427,35006.0,2008,New Mexico,NM,Cibola,5827.0,Barack Obama,democrat,9097,NM
5430,35007.0,2008,New Mexico,NM,Colfax,3490.0,Barack Obama,democrat,6384,NM
5434,35009.0,2008,New Mexico,NM,Curry,9599.0,John McCain,republican,14438,NM
5437,35011.0,2008,New Mexico,NM,De Baca,676.0,John McCain,republican,1044,NM
5439,35013.0,2008,New Mexico,NM,Dona Ana,40282.0,Barack Obama,democrat,69280,NM
5443,35015.0,2008,New Mexico,NM,Eddy,12500.0,John McCain,republican,20093,NM
5445,35017.0,2008,New Mexico,NM,Grant,8142.0,Barack Obama,democrat,13755,NM
5448,35019.0,2008,New Mexico,NM,Guadalupe,1557.0,Barack Obama,democrat,2196,NM
5452,35021.0,2008,New Mexico,NM,Harding,358.0,John McCain,republican,626,NM
5454,35023.0,2008,New Mexico,NM,Hidalgo,993.0,Barack Obama,democrat,1951,NM
5458,35025.0,2008,New Mexico,NM,Lea,13347.0,John McCain,republican,18645,NM
5461,35027.0,2008,New Mexico,NM,Lincoln,6001.0,John McCain,republican,9696,NM
5463,35028.0,2008,New Mexico,NM,Los Alamos,5824.0,Barack Obama,democrat,11069,NM
5466,35029.0,2008,New Mexico,NM,Luna,4311.0,Barack Obama,democrat,8340,NM
5469,35031.0,2008,New Mexico,NM,McKinley,16572.0,Barack Obama,democrat,23207,NM
5472,35033.0,2008,New Mexico,NM,Mora,2168.0,Barack Obama,democrat,2760,NM
5476,35035.0,2008,New Mexico,NM,Otero,12806.0,John McCain,republican,21766,NM
5479,35037.0,2008,New Mexico,NM,Quay,2367.0,John McCain,republican,3996,NM
5481,35039.0,2008,New Mexico,NM,Rio Arriba,12703.0,Barack Obama,democrat,16940,NM
5485,35041.0,2008,New Mexico,NM,Roosevelt,4311.0,John McCain,republican,6720,NM
5487,35043.0,2008,New Mexico,NM,Sandoval,32669.0,Barack Obama,democrat,58630,NM
5491,35045.0,2008,New Mexico,NM,San Juan,27869.0,John McCain,republican,46511,NM
5493,35047.0,2008,New Mexico,NM,San Miguel,10320.0,Barack Obama,democrat,12941,NM
5496,35049.0,2008,New Mexico,NM,Santa Fe,55567.0,Barack Obama,democrat,72223,NM
5500,35051.0,2008,New Mexico,NM,Sierra,3017.0,John McCain,republican,5485,NM
5502,35053.0,2008,New Mexico,NM,Socorro,4696.0,Barack Obama,democrat,7895,NM
5505,35055.0,2008,New Mexico,NM,Taos,13816.0,Barack Obama,democrat,16886,NM
5509,35057.0,2008,New Mexico,NM,Torrance,3735.0,John McCain,republican,6941,NM
5512,35059.0,2008,New Mexico,NM,Union,1227.0,John McCain,republican,1742,NM
5514,35061.0,2008,New Mexico,NM,Valencia,15366.0,Barack Obama,democrat,28899,NM
5517,36000.0,2008,Missouri,MO,Kansas City,120102.0,Barack Obama,democrat,153219,MO
5520,36001.0,2008,New York,NY,Albany,93937.0,Barack Obama,democrat,147136,NY
5524,36003.0,2008,New York,NY,Allegany,11013.0,John McCain,republican,18368,NY
5526,36005.0,2008,New York,NY,Bronx,338261.0,Barack Obama,democrat,381286,NY
5529,36007.0,2008,New York,NY,Broome,47204.0,Barack Obama,democrat,88718,NY
5533,36009.0,2008,New York,NY,Cattaraugus,17770.0,John McCain,republican,32588,NY
5535,36011.0,2008,New York,NY,Cayuga,18128.0,Barack Obama,democrat,33992,NY
5538,36013.0,2008,New York,NY,Chautauqua,29129.0,Barack Obama,democrat,58772,NY
5542,36015.0,2008,New York,NY,Chemung,19364.0,John McCain,republican,38695,NY
5545,36017.0,2008,New York,NY,Chenango,10337.0,John McCain,republican,20847,NY
5547,36019.0,2008,New York,NY,Clinton,20216.0,Barack Obama,democrat,33314,NY
5550,36021.0,2008,New York,NY,Columbia,17556.0,Barack Obama,democrat,31408,NY
5553,36023.0,2008,New York,NY,Cortland,11861.0,Barack Obama,democrat,21900,NY
5557,36025.0,2008,New York,NY,Delaware,10524.0,John McCain,republican,20389,NY
5559,36027.0,2008,New York,NY,Dutchess,71060.0,Barack Obama,democrat,132254,NY
5562,36029.0,2008,New York,NY,Erie,256299.0,Barack Obama,democrat,441985,NY
5565,36031.0,2008,New York,NY,Essex,10390.0,Barack Obama,democrat,18591,NY
5568,36033.0,2008,New York,NY,Franklin,10571.0,Barack Obama,democrat,17496,NY
5572,36035.0,2008,New York,NY,Fulton,11709.0,John McCain,republican,21805,NY
5575,36037.0,2008,New York,NY,Genesee,15705.0,John McCain,republican,26866,NY
5578,36039.0,2008,New York,NY,Greene,12059.0,John McCain,republican,22315,NY
5581,36041.0,2008,New York,NY,Hamilton,2141.0,John McCain,republican,3411,NY
5584,36043.0,2008,New York,NY,Herkimer,14619.0,John McCain,republican,27184,NY
5587,36045.0,2008,New York,NY,Jefferson,20219.0,John McCain,republican,38847,NY
5589,36047.0,2008,New York,NY,Kings,603525.0,Barack Obama,democrat,759671,NY
5593,36049.0,2008,New York,NY,Lewis,5969.0,John McCain,republican,11129,NY
5596,36051.0,2008,New York,NY,Livingston,16030.0,John McCain,republican,30127,NY
5598,36053.0,2008,New York,NY,Madison,14692.0,Barack Obama,democrat,29778,NY
5601,36055.0,2008,New York,NY,Monroe,207225.0,Barack Obama,democrat,355725,NY
5605,36057.0,2008,New York,NY,Montgomery,10711.0,John McCain,republican,20175,NY
5607,36059.0,2008,New York,NY,Nassau,342067.0,Barack Obama,democrat,635414,NY
5610,36061.0,2008,New York,NY,New York,572126.0,Barack Obama,democrat,667271,NY
5613,36063.0,2008,New York,NY,Niagara,47303.0,Barack Obama,democrat,95207,NY
5617,36065.0,2008,New York,NY,Oneida,49256.0,John McCain,republican,94313,NY
5619,36067.0,2008,New York,NY,Onondaga,129317.0,Barack Obama,democrat,218194,NY
5623,36069.0,2008,New York,NY,Ontario,25171.0,John McCain,republican,51020,NY
5625,36071.0,2008,New York,NY,Orange,78326.0,Barack Obama,democrat,151918,NY
5629,36073.0,2008,New York,NY,Orleans,9708.0,John McCain,republican,16574,NY
5631,36075.0,2008,New York,NY,Oswego,24777.0,Barack Obama,democrat,49255,NY
5634,36077.0,2008,New York,NY,Otsego,13570.0,Barack Obama,democrat,26101,NY
5638,36079.0,2008,New York,NY,Putnam,25145.0,John McCain,republican,47213,NY
5640,36081.0,2008,New York,NY,Queens,447906.0,Barack Obama,democrat,597598,NY
5643,36083.0,2008,New York,NY,Rensselaer,39753.0,Barack Obama,democrat,73986,NY
5647,36085.0,2008,New York,NY,Richmond,86062.0,John McCain,republican,166480,NY
5649,36087.0,2008,New York,NY,Rockland,69543.0,Barack Obama,democrat,132136,NY
5652,36089.0,2008,New York,NY,St. Lawrence,23706.0,Barack Obama,democrat,41242,NY
5655,36091.0,2008,New York,NY,Saratoga,56645.0,Barack Obama,democrat,111255,NY
5658,36093.0,2008,New York,NY,Schenectady,38611.0,Barack Obama,democrat,69778,NY
5662,36095.0,2008,New York,NY,Schoharie,8071.0,John McCain,republican,14381,NY
5665,36097.0,2008,New York,NY,Schuyler,4542.0,John McCain,republican,8600,NY
5667,36099.0,2008,New York,NY,Seneca,7422.0,Barack Obama,democrat,14725,NY
5671,36101.0,2008,New York,NY,Steuben,24203.0,John McCain,republican,41891,NY
5673,36103.0,2008,New York,NY,Suffolk,346379.0,Barack Obama,democrat,659027,NY
5676,36105.0,2008,New York,NY,Sullivan,16850.0,Barack Obama,democrat,31153,NY
5680,36107.0,2008,New York,NY,Tioga,12536.0,John McCain,republican,23090,NY
5682,36109.0,2008,New York,NY,Tompkins,29826.0,Barack Obama,democrat,42485,NY
5685,36111.0,2008,New York,NY,Ulster,52539.0,Barack Obama,democrat,86461,NY
5688,36113.0,2008,New York,NY,Warren,16281.0,Barack Obama,democrat,32206,NY
5691,36115.0,2008,New York,NY,Washington,12741.0,Barack Obama,democrat,25716,NY
5695,36117.0,2008,New York,NY,Wayne,22239.0,John McCain,republican,41002,NY
5697,36119.0,2008,New York,NY,Westchester,261810.0,Barack Obama,democrat,412847,NY
5701,36121.0,2008,New York,NY,Wyoming,10998.0,John McCain,republican,17658,NY
5704,36123.0,2008,New York,NY,Yates,5269.0,John McCain,republican,10264,NY
5707,37001.0,2008,North Carolina,NC,Alamance,34859.0,John McCain,republican,64353,NC
5710,37003.0,2008,North Carolina,NC,Alexander,11790.0,John McCain,republican,17254,NC
5713,37005.0,2008,North Carolina,NC,Alleghany,3124.0,John McCain,republican,5263,NC
5715,37007.0,2008,North Carolina,NC,Anson,6456.0,Barack Obama,democrat,10733,NC
5719,37009.0,2008,North Carolina,NC,Ashe,7916.0,John McCain,republican,13069,NC
5722,37011.0,2008,North Carolina,NC,Avery,5681.0,John McCain,republican,7943,NC
5725,37013.0,2008,North Carolina,NC,Beaufort,13460.0,John McCain,republican,23010,NC
5727,37015.0,2008,North Carolina,NC,Bertie,6365.0,Barack Obama,democrat,9763,NC
5730,37017.0,2008,North Carolina,NC,Bladen,7853.0,Barack Obama,democrat,15480,NC
5734,37019.0,2008,North Carolina,NC,Brunswick,30753.0,John McCain,republican,52608,NC
5736,37021.0,2008,North Carolina,NC,Buncombe,69716.0,Barack Obama,democrat,123795,NC
5740,37023.0,2008,North Carolina,NC,Burke,22102.0,John McCain,republican,37443,NC
5743,37025.0,2008,North Carolina,NC,Cabarrus,45924.0,John McCain,republican,77994,NC
5746,37027.0,2008,North Carolina,NC,Caldwell,22526.0,John McCain,republican,35155,NC
5749,37029.0,2008,North Carolina,NC,Camden,3140.0,John McCain,republican,4821,NC
5752,37031.0,2008,North Carolina,NC,Carteret,23131.0,John McCain,republican,34597,NC
5754,37033.0,2008,North Carolina,NC,Caswell,5545.0,Barack Obama,democrat,10862,NC
5758,37035.0,2008,North Carolina,NC,Catawba,42993.0,John McCain,republican,69451,NC
5760,37037.0,2008,North Carolina,NC,Chatham,17862.0,Barack Obama,democrat,32880,NC
5764,37039.0,2008,North Carolina,NC,Cherokee,8643.0,John McCain,republican,12586,NC
5767,37041.0,2008,North Carolina,NC,Chowan,3773.0,John McCain,republican,7512,NC
5770,37043.0,2008,North Carolina,NC,Clay,3707.0,John McCain,republican,5543,NC
5773,37045.0,2008,North Carolina,NC,Cleveland,26078.0,John McCain,republican,43835,NC
5776,37047.0,2008,North Carolina,NC,Columbus,12994.0,John McCain,republican,24282,NC
5779,37049.0,2008,North Carolina,NC,Craven,24901.0,John McCain,republican,44598,NC
5781,37051.0,2008,North Carolina,NC,Cumberland,74693.0,Barack Obama,democrat,127575,NC
5785,37053.0,2008,North Carolina,NC,Currituck,7234.0,John McCain,republican,11102,NC
5788,37055.0,2008,North Carolina,NC,Dare,9745.0,John McCain,republican,18048,NC
5791,37057.0,2008,North Carolina,NC,Davidson,45419.0,John McCain,republican,68581,NC
5794,37059.0,2008,North Carolina,NC,Davie,13981.0,John McCain,republican,20368,NC
5797,37061.0,2008,North Carolina,NC,Duplin,10834.0,John McCain,republican,19904,NC
5799,37063.0,2008,North Carolina,NC,Durham,103456.0,Barack Obama,democrat,136897,NC
5802,37065.0,2008,North Carolina,NC,Edgecombe,17403.0,Barack Obama,democrat,25930,NC
5805,37067.0,2008,North Carolina,NC,Forsyth,91085.0,Barack Obama,democrat,166133,NC
5809,37069.0,2008,North Carolina,NC,Franklin,13273.0,John McCain,republican,26639,NC
5812,37071.0,2008,North Carolina,NC,Gaston,52507.0,John McCain,republican,84402,NC
5814,37073.0,2008,North Carolina,NC,Gates,2830.0,Barack Obama,democrat,5420,NC
5818,37075.0,2008,North Carolina,NC,Graham,2824.0,John McCain,republican,4171,NC
5820,37077.0,2008,North Carolina,NC,Granville,13074.0,Barack Obama,democrat,24725,NC
5824,37079.0,2008,North Carolina,NC,Greene,4272.0,John McCain,republican,8103,NC
5826,37081.0,2008,North Carolina,NC,Guilford,142101.0,Barack Obama,democrat,241771,NC
5829,37083.0,2008,North Carolina,NC,Halifax,16047.0,Barack Obama,democrat,25091,NC
5833,37085.0,2008,North Carolina,NC,Harnett,23579.0,John McCain,republican,40705,NC
5836,37087.0,2008,North Carolina,NC,Haywood,14910.0,John McCain,republican,28067,NC
5839,37089.0,2008,North Carolina,NC,Henderson,30930.0,John McCain,republican,51614,NC
5841,37091.0,2008,North Carolina,NC,Hertford,7513.0,Barack Obama,democrat,10650,NC
5844,37093.0,2008,North Carolina,NC,Hoke,9227.0,Barack Obama,democrat,15627,NC
5847,37095.0,2008,North Carolina,NC,Hyde,1241.0,Barack Obama,democrat,2469,NC
5851,37097.0,2008,North Carolina,NC,Iredell,45148.0,John McCain,republican,73162,NC
5853,37099.0,2008,North Carolina,NC,Jackson,8766.0,Barack Obama,democrat,16866,NC
5857,37101.0,2008,North Carolina,NC,Johnston,43622.0,John McCain,republican,71017,NC
5860,37103.0,2008,North Carolina,NC,Jones,2817.0,John McCain,republican,5227,NC
5863,37105.0,2008,North Carolina,NC,Lee,12775.0,John McCain,republican,23788,NC
5866,37107.0,2008,North Carolina,NC,Lenoir,13401.0,John McCain,republican,26897,NC
5869,37109.0,2008,North Carolina,NC,Lincoln,23631.0,John McCain,republican,35798,NC
5872,37111.0,2008,North Carolina,NC,McDowell,11534.0,John McCain,republican,18386,NC
5875,37113.0,2008,North Carolina,NC,Macon,10317.0,John McCain,republican,17238,NC
5878,37115.0,2008,North Carolina,NC,Madison,5192.0,John McCain,republican,10379,NC
5880,37117.0,2008,North Carolina,NC,Martin,6539.0,Barack Obama,democrat,12541,NC
5883,37119.0,2008,North Carolina,NC,Mecklenburg,253958.0,Barack Obama,democrat,410817,NC
5887,37121.0,2008,North Carolina,NC,Mitchell,5499.0,John McCain,republican,7846,NC
5890,37123.0,2008,North Carolina,NC,Montgomery,6155.0,John McCain,republican,11210,NC
5893,37125.0,2008,North Carolina,NC,Moore,27314.0,John McCain,republican,45328,NC
5896,37127.0,2008,North Carolina,NC,Nash,23728.0,John McCain,republican,47118,NC
5899,37129.0,2008,North Carolina,NC,New Hanover,50544.0,John McCain,republican,100665,NC
5901,37131.0,2008,North Carolina,NC,Northampton,6903.0,Barack Obama,democrat,10618,NC
5905,37133.0,2008,North Carolina,NC,Onslow,30278.0,John McCain,republican,50203,NC
5907,37135.0,2008,North Carolina,NC,Orange,53806.0,Barack Obama,democrat,74910,NC
5911,37137.0,2008,North Carolina,NC,Pamlico,3823.0,John McCain,republican,6712,NC
5913,37139.0,2008,North Carolina,NC,Pasquotank,10272.0,Barack Obama,democrat,18180,NC
5917,37141.0,2008,North Carolina,NC,Pender,13618.0,John McCain,republican,23749,NC
5920,37143.0,2008,North Carolina,NC,Perquimans,3678.0,John McCain,republican,6501,NC
5923,37145.0,2008,North Carolina,NC,Person,10030.0,John McCain,republican,18632,NC
5925,37147.0,2008,North Carolina,NC,Pitt,40501.0,Barack Obama,democrat,74884,NC
5929,37149.0,2008,North Carolina,NC,Polk,5990.0,John McCain,republican,10562,NC
5932,37151.0,2008,North Carolina,NC,Randolph,40998.0,John McCain,republican,58147,NC
5934,37153.0,2008,North Carolina,NC,Richmond,9713.0,Barack Obama,democrat,19327,NC
5937,37155.0,2008,North Carolina,NC,Robeson,23058.0,Barack Obama,democrat,40834,NC
5941,37157.0,2008,North Carolina,NC,Rockingham,23899.0,John McCain,republican,41612,NC
5944,37159.0,2008,North Carolina,NC,Rowan,37451.0,John McCain,republican,61560,NC
5947,37161.0,2008,North Carolina,NC,Rutherford,18769.0,John McCain,republican,28720,NC
5950,37163.0,2008,North Carolina,NC,Sampson,14038.0,John McCain,republican,26038,NC
5952,37165.0,2008,North Carolina,NC,Scotland,8151.0,Barack Obama,democrat,14217,NC
5956,37167.0,2008,North Carolina,NC,Stanly,19329.0,John McCain,republican,28506,NC
5959,37169.0,2008,North Carolina,NC,Stokes,14488.0,John McCain,republican,21743,NC
5962,37171.0,2008,North Carolina,NC,Surry,18730.0,John McCain,republican,29525,NC
5965,37173.0,2008,North Carolina,NC,Swain,2900.0,John McCain,republican,5798,NC
5968,37175.0,2008,North Carolina,NC,Transylvania,9401.0,John McCain,republican,16909,NC
5971,37177.0,2008,North Carolina,NC,Tyrrell,960.0,John McCain,republican,1910,NC
5974,37179.0,2008,North Carolina,NC,Union,54123.0,John McCain,republican,86089,NC
5976,37181.0,2008,North Carolina,NC,Vance,13166.0,Barack Obama,democrat,20871,NC
5979,37183.0,2008,North Carolina,NC,Wake,250891.0,Barack Obama,democrat,442245,NC
5982,37185.0,2008,North Carolina,NC,Warren,7086.0,Barack Obama,democrat,10195,NC
5985,37187.0,2008,North Carolina,NC,Washington,3748.0,Barack Obama,democrat,6454,NC
5988,37189.0,2008,North Carolina,NC,Watauga,14558.0,Barack Obama,democrat,28372,NC
5992,37191.0,2008,North Carolina,NC,Wayne,26952.0,John McCain,republican,49882,NC
5995,37193.0,2008,North Carolina,NC,Wilkes,20288.0,John McCain,republican,29724,NC
5997,37195.0,2008,North Carolina,NC,Wilson,19652.0,Barack Obama,democrat,37191,NC
6001,37197.0,2008,North Carolina,NC,Yadkin,12409.0,John McCain,republican,17147,NC
6004,37199.0,2008,North Carolina,NC,Yancey,5045.0,John McCain,republican,9717,NC
6007,38001.0,2008,North Dakota,ND,Adams,788.0,John McCain,republican,1271,ND
6010,38003.0,2008,North Dakota,ND,Barnes,2826.0,John McCain,republican,5694,ND
6012,38005.0,2008,North Dakota,ND,Benson,1569.0,Barack Obama,democrat,2374,ND
6016,38007.0,2008,North Dakota,ND,Billings,375.0,John McCain,republican,499,ND
6019,38009.0,2008,North Dakota,ND,Bottineau,2059.0,John McCain,republican,3516,ND
6022,38011.0,2008,North Dakota,ND,Bowman,1107.0,John McCain,republican,1640,ND
6025,38013.0,2008,North Dakota,ND,Burke,640.0,John McCain,republican,943,ND
6028,38015.0,2008,North Dakota,ND,Burleigh,25443.0,John McCain,republican,41772,ND
6030,38017.0,2008,North Dakota,ND,Cass,37622.0,Barack Obama,democrat,71419,ND
6034,38019.0,2008,North Dakota,ND,Cavalier,1128.0,John McCain,republican,2130,ND
6037,38021.0,2008,North Dakota,ND,Dickey,1525.0,John McCain,republican,2620,ND
6040,38023.0,2008,North Dakota,ND,Divide,630.0,John McCain,republican,1131,ND
6043,38025.0,2008,North Dakota,ND,Dunn,1080.0,John McCain,republican,1644,ND
6045,38027.0,2008,North Dakota,ND,Eddy,583.0,Barack Obama,democrat,1165,ND
6049,38029.0,2008,North Dakota,ND,Emmons,1230.0,John McCain,republican,1837,ND
