,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
1816,16087.0,2008,Idaho,ID,Washington,3168.0,John McCain,republican,4506,ID
1819,17001.0,2008,Illinois,IL,Adams,18711.0,John McCain,republican,30823,IL
1821,17003.0,2008,Illinois,IL,Alexander,2189.0,Barack Obama,democrat,3937,IL
1825,17005.0,2008,Illinois,IL,Bond,3947.0,John McCain,republican,7924,IL
1827,17007.0,2008,Illinois,IL,Boone,11333.0,Barack Obama,democrat,22157,IL
1831,17009.0,2008,Illinois,IL,Brown,1544.0,John McCain,republican,2569,IL
1833,17011.0,2008,Illinois,IL,Bureau,8889.0,Barack Obama,democrat,17113,IL
1836,17013.0,2008,Illinois,IL,Calhoun,1423.0,Barack Obama,democrat,2699,IL
1839,17015.0,2008,Illinois,IL,Carroll,3965.0,Barack Obama,democrat,7674,IL
1842,17017.0,2008,Illinois,IL,Cass,2690.0,Barack Obama,democrat,5408,IL
1845,17019.0,2008,Illinois,IL,Champaign,48597.0,Barack Obama,democrat,84143,IL
1849,17021.0,2008,Illinois,IL,Christian,7872.0,John McCain,republican,15100,IL
1852,17023.0,2008,Illinois,IL,Clark,4409.0,John McCain,republican,8288,IL
1855,17025.0,2008,Illinois,IL,Clay,3926.0,John McCain,republican,6454,IL
1858,17027.0,2008,Illinois,IL,Clinton,9357.0,John McCain,republican,17314,IL
1860,17029.0,2008,Illinois,IL,Coles,11716.0,Barack Obama,democrat,23076,IL
1863,17031.0,2008,Illinois,IL,Cook,1629024.0,Barack Obama,democrat,2137466,IL
1867,17033.0,2008,Illinois,IL,Crawford,5070.0,John McCain,republican,9129,IL
1870,17035.0,2008,Illinois,IL,Cumberland,3156.0,John McCain,republican,5321,IL
1872,17037.0,2008,Illinois,IL,DeKalb,25784.0,Barack Obama,democrat,44818,IL
1876,17039.0,2008,Illinois,IL,De Witt,4348.0,John McCain,republican,7801,IL
1879,17041.0,2008,Illinois,IL,Douglas,5005.0,John McCain,republican,8356,IL
1881,17043.0,2008,Illinois,IL,DuPage,228698.0,Barack Obama,democrat,417973,IL
1885,17045.0,2008,Illinois,IL,Edgar,4398.0,John McCain,republican,8255,IL
1888,17047.0,2008,Illinois,IL,Edwards,2137.0,John McCain,republican,3350,IL
1891,17049.0,2008,Illinois,IL,Effingham,11323.0,John McCain,republican,16835,IL
1894,17051.0,2008,Illinois,IL,Fayette,5499.0,John McCain,republican,9680,IL
1897,17053.0,2008,Illinois,IL,Ford,4079.0,John McCain,republican,6386,IL
1900,17055.0,2008,Illinois,IL,Franklin,9404.0,John McCain,republican,18641,IL
1902,17057.0,2008,Illinois,IL,Fulton,9732.0,Barack Obama,democrat,16323,IL
1905,17059.0,2008,Illinois,IL,Gallatin,1587.0,Barack Obama,democrat,2859,IL
1909,17061.0,2008,Illinois,IL,Greene,3053.0,John McCain,republican,5807,IL
1911,17063.0,2008,Illinois,IL,Grundy,11063.0,Barack Obama,democrat,22171,IL
1915,17065.0,2008,Illinois,IL,Hamilton,2353.0,John McCain,republican,4264,IL
1918,17067.0,2008,Illinois,IL,Hancock,5161.0,John McCain,republican,9469,IL
1921,17069.0,2008,Illinois,IL,Hardin,1330.0,John McCain,republican,2255,IL
1923,17071.0,2008,Illinois,IL,Henderson,2215.0,Barack Obama,democrat,3814,IL
1926,17073.0,2008,Illinois,IL,Henry,13181.0,Barack Obama,democrat,24785,IL
1930,17075.0,2008,Illinois,IL,Iroquois,8695.0,John McCain,republican,13596,IL
1932,17077.0,2008,Illinois,IL,Jackson,15248.0,Barack Obama,democrat,25532,IL
1936,17079.0,2008,Illinois,IL,Jasper,2964.0,John McCain,republican,5131,IL
1939,17081.0,2008,Illinois,IL,Jefferson,9302.0,John McCain,republican,17141,IL
1942,17083.0,2008,Illinois,IL,Jersey,5329.0,John McCain,republican,10583,IL
1944,17085.0,2008,Illinois,IL,Jo Daviess,6403.0,Barack Obama,democrat,11750,IL
1948,17087.0,2008,Illinois,IL,Johnson,3912.0,John McCain,republican,5901,IL
1950,17089.0,2008,Illinois,IL,Kane,106756.0,Barack Obama,democrat,193299,IL
1953,17091.0,2008,Illinois,IL,Kankakee,24750.0,Barack Obama,democrat,48016,IL
1956,17093.0,2008,Illinois,IL,Kendall,24742.0,Barack Obama,democrat,46631,IL
1959,17095.0,2008,Illinois,IL,Knox,14191.0,Barack Obama,democrat,23988,IL
1962,17097.0,2008,Illinois,IL,Lake,177242.0,Barack Obama,democrat,299105,IL
1965,17099.0,2008,Illinois,IL,LaSalle,27443.0,Barack Obama,democrat,50185,IL
1969,17101.0,2008,Illinois,IL,Lawrence,3403.0,John McCain,republican,6536,IL
1972,17103.0,2008,Illinois,IL,Lee,8258.0,John McCain,republican,16318,IL
1975,17105.0,2008,Illinois,IL,Livingston,9191.0,John McCain,republican,15625,IL
1978,17107.0,2008,Illinois,IL,Logan,7429.0,John McCain,republican,12896,IL
1980,17109.0,2008,Illinois,IL,McDonough,6783.0,Barack Obama,democrat,13042,IL
1983,17111.0,2008,Illinois,IL,McHenry,72288.0,Barack Obama,democrat,139268,IL
1986,17113.0,2008,Illinois,IL,McLean,37689.0,Barack Obama,democrat,75750,IL
1989,17115.0,2008,Illinois,IL,Macon,25487.0,Barack Obama,democrat,51216,IL
1992,17117.0,2008,Illinois,IL,Macoupin,12090.0,Barack Obama,democrat,22373,IL
1995,17119.0,2008,Illinois,IL,Madison,68979.0,Barack Obama,democrat,128334,IL
1999,17121.0,2008,Illinois,IL,Marion,8691.0,John McCain,republican,17364,IL
2002,17123.0,2008,Illinois,IL,Marshall,3145.0,John McCain,republican,6333,IL
2004,17125.0,2008,Illinois,IL,Mason,3542.0,Barack Obama,democrat,6808,IL
2008,17127.0,2008,Illinois,IL,Massac,4371.0,John McCain,republican,7186,IL
2011,17129.0,2008,Illinois,IL,Menard,3672.0,John McCain,republican,6464,IL
2013,17131.0,2008,Illinois,IL,Mercer,4887.0,Barack Obama,democrat,8848,IL
2017,17133.0,2008,Illinois,IL,Monroe,9881.0,John McCain,republican,18083,IL
2019,17135.0,2008,Illinois,IL,Montgomery,6491.0,Barack Obama,democrat,12871,IL
2023,17137.0,2008,Illinois,IL,Morgan,7591.0,John McCain,republican,15353,IL
2026,17139.0,2008,Illinois,IL,Moultrie,3471.0,John McCain,republican,6260,IL
2029,17141.0,2008,Illinois,IL,Ogle,13144.0,John McCain,republican,24850,IL
2031,17143.0,2008,Illinois,IL,Peoria,45906.0,Barack Obama,democrat,81704,IL
2035,17145.0,2008,Illinois,IL,Perry,5086.0,John McCain,republican,9995,IL
2038,17147.0,2008,Illinois,IL,Piatt,4991.0,John McCain,republican,8999,IL
2041,17149.0,2008,Illinois,IL,Pike,4457.0,John McCain,republican,7616,IL
2044,17151.0,2008,Illinois,IL,Pope,1343.0,John McCain,republican,2231,IL
2046,17153.0,2008,Illinois,IL,Pulaski,1638.0,Barack Obama,democrat,3270,IL
2049,17155.0,2008,Illinois,IL,Putnam,1900.0,Barack Obama,democrat,3337,IL
2053,17157.0,2008,Illinois,IL,Randolph,7538.0,John McCain,republican,15202,IL
2056,17159.0,2008,Illinois,IL,Richland,4329.0,John McCain,republican,7650,IL
2058,17161.0,2008,Illinois,IL,Rock Island,42210.0,Barack Obama,democrat,68401,IL
2061,17163.0,2008,Illinois,IL,St. Clair,76160.0,Barack Obama,democrat,125744,IL
2065,17165.0,2008,Illinois,IL,Saline,6099.0,John McCain,republican,11428,IL
2067,17167.0,2008,Illinois,IL,Sangamon,51300.0,Barack Obama,democrat,99828,IL
2070,17169.0,2008,Illinois,IL,Schuyler,1900.0,Barack Obama,democrat,3823,IL
2074,17171.0,2008,Illinois,IL,Scott,1455.0,John McCain,republican,2600,IL
2077,17173.0,2008,Illinois,IL,Shelby,6396.0,John McCain,republican,10868,IL
2080,17175.0,2008,Illinois,IL,Stark,1513.0,John McCain,republican,2907,IL
2082,17177.0,2008,Illinois,IL,Stephenson,11349.0,Barack Obama,democrat,21605,IL
2086,17179.0,2008,Illinois,IL,Tazewell,33247.0,John McCain,republican,63854,IL
2089,17181.0,2008,Illinois,IL,Union,5003.0,John McCain,republican,9116,IL
2091,17183.0,2008,Illinois,IL,Vermilion,16246.0,Barack Obama,democrat,32872,IL
2095,17185.0,2008,Illinois,IL,Wabash,3254.0,John McCain,republican,5782,IL
2097,17187.0,2008,Illinois,IL,Warren,4286.0,Barack Obama,democrat,8029,IL
2101,17189.0,2008,Illinois,IL,Washington,4473.0,John McCain,republican,7932,IL
2104,17191.0,2008,Illinois,IL,Wayne,5390.0,John McCain,republican,8071,IL
2107,17193.0,2008,Illinois,IL,White,3987.0,John McCain,republican,7453,IL
2109,17195.0,2008,Illinois,IL,Whiteside,15607.0,Barack Obama,democrat,26906,IL
2112,17197.0,2008,Illinois,IL,Will,160406.0,Barack Obama,democrat,286420,IL
2116,17199.0,2008,Illinois,IL,Williamson,17387.0,John McCain,republican,30821,IL
2118,17201.0,2008,Illinois,IL,Winnebago,70034.0,Barack Obama,democrat,126031,IL
2122,17203.0,2008,Illinois,IL,Woodford,12191.0,John McCain,republican,19483,IL
2125,18001.0,2008,Indiana,IN,Adams,8404.0,John McCain,republican,13513,IN
2128,18003.0,2008,Indiana,IN,Allen,77793.0,John McCain,republican,150324,IN
2131,18005.0,2008,Indiana,IN,Bartholomew,17067.0,John McCain,republican,31043,IN
2134,18007.0,2008,Indiana,IN,Benton,2183.0,John McCain,republican,3814,IN
2137,18009.0,2008,Indiana,IN,Blackford,2690.0,John McCain,republican,5441,IN
2140,18011.0,2008,Indiana,IN,Boone,16622.0,John McCain,republican,26647,IN
2143,18013.0,2008,Indiana,IN,Brown,4060.0,John McCain,republican,8055,IN
2146,18015.0,2008,Indiana,IN,Carroll,4858.0,John McCain,republican,8736,IN
2149,18017.0,2008,Indiana,IN,Cass,8346.0,John McCain,republican,15653,IN
2152,18019.0,2008,Indiana,IN,Clark,25326.0,John McCain,republican,47725,IN
2155,18021.0,2008,Indiana,IN,Clay,6267.0,John McCain,republican,11395,IN
2158,18023.0,2008,Indiana,IN,Clinton,6919.0,John McCain,republican,12392,IN
2161,18025.0,2008,Indiana,IN,Crawford,2393.0,John McCain,republican,4744,IN
2164,18027.0,2008,Indiana,IN,Daviess,7098.0,John McCain,republican,10586,IN
2167,18029.0,2008,Indiana,IN,Dearborn,14886.0,John McCain,republican,22217,IN
2170,18031.0,2008,Indiana,IN,Decatur,6449.0,John McCain,republican,10488,IN
2173,18033.0,2008,Indiana,IN,DeKalb,9780.0,John McCain,republican,17149,IN
2175,18035.0,2008,Indiana,IN,Delaware,28384.0,Barack Obama,democrat,49863,IN
2179,18037.0,2008,Indiana,IN,Dubois,9526.0,John McCain,republican,18565,IN
2182,18039.0,2008,Indiana,IN,Elkhart,39396.0,John McCain,republican,71458,IN
2185,18041.0,2008,Indiana,IN,Fayette,4917.0,John McCain,republican,9462,IN
2188,18043.0,2008,Indiana,IN,Floyd,19957.0,John McCain,republican,36537,IN
2191,18045.0,2008,Indiana,IN,Fountain,4158.0,John McCain,republican,7410,IN
2194,18047.0,2008,Indiana,IN,Franklin,7018.0,John McCain,republican,10610,IN
2197,18049.0,2008,Indiana,IN,Fulton,5147.0,John McCain,republican,9006,IN
2200,18051.0,2008,Indiana,IN,Gibson,8449.0,John McCain,republican,15095,IN
2203,18053.0,2008,Indiana,IN,Grant,14734.0,John McCain,republican,26299,IN
2206,18055.0,2008,Indiana,IN,Greene,7691.0,John McCain,republican,13629,IN
2209,18057.0,2008,Indiana,IN,Hamilton,78401.0,John McCain,republican,129064,IN
2212,18059.0,2008,Indiana,IN,Hancock,22008.0,John McCain,republican,34253,IN
2215,18061.0,2008,Indiana,IN,Harrison,10551.0,John McCain,republican,18091,IN
2218,18063.0,2008,Indiana,IN,Hendricks,39728.0,John McCain,republican,64955,IN
2221,18065.0,2008,Indiana,IN,Henry,10896.0,John McCain,republican,21319,IN
2224,18067.0,2008,Indiana,IN,Howard,20248.0,John McCain,republican,38624,IN
2227,18069.0,2008,Indiana,IN,Huntington,10291.0,John McCain,republican,16328,IN
2230,18071.0,2008,Indiana,IN,Jackson,9726.0,John McCain,republican,17374,IN
2233,18073.0,2008,Indiana,IN,Jasper,7669.0,John McCain,republican,12875,IN
2236,18075.0,2008,Indiana,IN,Jay,4401.0,John McCain,republican,8315,IN
2239,18077.0,2008,Indiana,IN,Jefferson,7053.0,John McCain,republican,13490,IN
2242,18079.0,2008,Indiana,IN,Jennings,6261.0,John McCain,republican,11839,IN
2245,18081.0,2008,Indiana,IN,Johnson,36487.0,John McCain,republican,58644,IN
2248,18083.0,2008,Indiana,IN,Knox,8639.0,John McCain,republican,16424,IN
2251,18085.0,2008,Indiana,IN,Kosciusko,20488.0,John McCain,republican,30134,IN
2254,18087.0,2008,Indiana,IN,LaGrange,5702.0,John McCain,republican,9491,IN
2256,18089.0,2008,Indiana,IN,Lake,139301.0,Barack Obama,democrat,208757,IN
2259,18091.0,2008,Indiana,IN,LaPorte,28258.0,Barack Obama,democrat,46919,IN
2263,18093.0,2008,Indiana,IN,Lawrence,11018.0,John McCain,republican,18534,IN
2265,18095.0,2008,Indiana,IN,Madison,30152.0,Barack Obama,democrat,57340,IN
2268,18097.0,2008,Indiana,IN,Marion,241987.0,Barack Obama,democrat,379362,IN
2272,18099.0,2008,Indiana,IN,Marshall,10406.0,John McCain,republican,18550,IN
2275,18101.0,2008,Indiana,IN,Martin,3122.0,John McCain,republican,4903,IN
2278,18103.0,2008,Indiana,IN,Miami,8312.0,John McCain,republican,14113,IN
2280,18105.0,2008,Indiana,IN,Monroe,41450.0,Barack Obama,democrat,63215,IN
2284,18107.0,2008,Indiana,IN,Montgomery,9060.0,John McCain,republican,15285,IN
2287,18109.0,2008,Indiana,IN,Morgan,18129.0,John McCain,republican,28811,IN
2290,18111.0,2008,Indiana,IN,Newton,3301.0,John McCain,republican,6045,IN
2293,18113.0,2008,Indiana,IN,Noble,9673.0,John McCain,republican,16974,IN
2296,18115.0,2008,Indiana,IN,Ohio,1713.0,John McCain,republican,2918,IN
2299,18117.0,2008,Indiana,IN,Orange,4536.0,John McCain,republican,8086,IN
2302,18119.0,2008,Indiana,IN,Owen,4415.0,John McCain,republican,8170,IN
2305,18121.0,2008,Indiana,IN,Parke,3909.0,John McCain,republican,6964,IN
2307,18123.0,2008,Indiana,IN,Perry,5141.0,Barack Obama,democrat,8490,IN
2311,18125.0,2008,Indiana,IN,Pike,3221.0,John McCain,republican,6028,IN
2313,18127.0,2008,Indiana,IN,Porter,39178.0,Barack Obama,democrat,73916,IN
2317,18129.0,2008,Indiana,IN,Posey,6804.0,John McCain,republican,12771,IN
2320,18131.0,2008,Indiana,IN,Pulaski,3388.0,John McCain,republican,5964,IN
2323,18133.0,2008,Indiana,IN,Putnam,8086.0,John McCain,republican,14646,IN
2326,18135.0,2008,Indiana,IN,Randolph,5788.0,John McCain,republican,10808,IN
2329,18137.0,2008,Indiana,IN,Ripley,7794.0,John McCain,republican,12188,IN
2332,18139.0,2008,Indiana,IN,Rush,4271.0,John McCain,republican,7629,IN
2334,18141.0,2008,Indiana,IN,St. Joseph,68710.0,Barack Obama,democrat,118389,IN
2338,18143.0,2008,Indiana,IN,Scott,4445.0,John McCain,republican,8877,IN
2341,18145.0,2008,Indiana,IN,Shelby,10333.0,John McCain,republican,17574,IN
2343,18147.0,2008,Indiana,IN,Spencer,5039.0,Barack Obama,democrat,10181,IN
2346,18149.0,2008,Indiana,IN,Starke,4778.0,Barack Obama,democrat,9466,IN
2350,18151.0,2008,Indiana,IN,Steuben,7674.0,John McCain,republican,14146,IN
2353,18153.0,2008,Indiana,IN,Sullivan,4343.0,John McCain,republican,8782,IN
2356,18155.0,2008,Indiana,IN,Switzerland,1940.0,John McCain,republican,3640,IN
2358,18157.0,2008,Indiana,IN,Tippecanoe,37781.0,Barack Obama,democrat,68436,IN
2362,18159.0,2008,Indiana,IN,Tipton,4452.0,John McCain,republican,7827,IN
2365,18161.0,2008,Indiana,IN,Union,2061.0,John McCain,republican,3348,IN
2367,18163.0,2008,Indiana,IN,Vanderburgh,39423.0,Barack Obama,democrat,77656,IN
2370,18165.0,2008,Indiana,IN,Vermillion,4003.0,Barack Obama,democrat,7135,IN
2373,18167.0,2008,Indiana,IN,Vigo,25040.0,Barack Obama,democrat,43706,IN
2377,18169.0,2008,Indiana,IN,Wabash,8238.0,John McCain,republican,13871,IN
2380,18171.0,2008,Indiana,IN,Warren,2166.0,John McCain,republican,3998,IN
2383,18173.0,2008,Indiana,IN,Warrick,16013.0,John McCain,republican,28665,IN
2386,18175.0,2008,Indiana,IN,Washington,6519.0,John McCain,republican,11305,IN
2389,18177.0,2008,Indiana,IN,Wayne,14558.0,John McCain,republican,28562,IN
2392,18179.0,2008,Indiana,IN,Wells,8504.0,John McCain,republican,13073,IN
2395,18181.0,2008,Indiana,IN,White,5731.0,John McCain,republican,10767,IN
2398,18183.0,2008,Indiana,IN,Whitley,9124.0,John McCain,republican,15188,IN
2401,19001.0,2008,Iowa,IA,Adair,2060.0,John McCain,republican,4053,IA
2403,19003.0,2008,Iowa,IA,Adams,1118.0,Barack Obama,democrat,2206,IA
2406,19005.0,2008,Iowa,IA,Allamakee,3971.0,Barack Obama,democrat,7059,IA
2410,19007.0,2008,Iowa,IA,Appanoose,3086.0,John McCain,republican,6176,IA
2412,19009.0,2008,Iowa,IA,Audubon,1739.0,Barack Obama,democrat,3435,IA
2415,19011.0,2008,Iowa,IA,Benton,7058.0,Barack Obama,democrat,13712,IA
2418,19013.0,2008,Iowa,IA,Black Hawk,39184.0,Barack Obama,democrat,64775,IA
2421,19015.0,2008,Iowa,IA,Boone,7356.0,Barack Obama,democrat,13929,IA
2424,19017.0,2008,Iowa,IA,Bremer,6940.0,Barack Obama,democrat,12871,IA
2427,19019.0,2008,Iowa,IA,Buchanan,6050.0,Barack Obama,democrat,10338,IA
2431,19021.0,2008,Iowa,IA,Buena Vista,4223.0,John McCain,republican,8418,IA
2434,19023.0,2008,Iowa,IA,Butler,3700.0,John McCain,republican,7166,IA
2437,19025.0,2008,Iowa,IA,Calhoun,2741.0,John McCain,republican,5195,IA
2439,19027.0,2008,Iowa,IA,Carroll,5302.0,Barack Obama,democrat,10387,IA
2443,19029.0,2008,Iowa,IA,Cass,4006.0,John McCain,republican,7350,IA
2445,19031.0,2008,Iowa,IA,Cedar,5221.0,Barack Obama,democrat,9665,IA
2448,19033.0,2008,Iowa,IA,Cerro Gordo,14405.0,Barack Obama,democrat,24140,IA
2452,19035.0,2008,Iowa,IA,Cherokee,3372.0,John McCain,republican,6365,IA
2454,19037.0,2008,Iowa,IA,Chickasaw,3923.0,Barack Obama,democrat,6583,IA
2457,19039.0,2008,Iowa,IA,Clarke,2218.0,Barack Obama,democrat,4443,IA
2461,19041.0,2008,Iowa,IA,Clay,4355.0,John McCain,republican,8398,IA
2463,19043.0,2008,Iowa,IA,Clayton,5195.0,Barack Obama,democrat,8989,IA
2466,19045.0,2008,Iowa,IA,Clinton,15018.0,Barack Obama,democrat,24719,IA
2469,19047.0,2008,Iowa,IA,Crawford,3715.0,Barack Obama,democrat,7191,IA
2473,19049.0,2008,Iowa,IA,Dallas,16954.0,John McCain,republican,32640,IA
2476,19051.0,2008,Iowa,IA,Davis,2029.0,John McCain,republican,3815,IA
2479,19053.0,2008,Iowa,IA,Decatur,2020.0,John McCain,republican,4102,IA
2481,19055.0,2008,Iowa,IA,Delaware,4649.0,Barack Obama,democrat,8901,IA
2484,19057.0,2008,Iowa,IA,Des Moines,12462.0,Barack Obama,democrat,20570,IA
2488,19059.0,2008,Iowa,IA,Dickinson,5162.0,John McCain,republican,9906,IA
2490,19061.0,2008,Iowa,IA,Dubuque,28611.0,Barack Obama,democrat,47953,IA
2493,19063.0,2008,Iowa,IA,Emmet,2570.0,Barack Obama,democrat,5015,IA
2496,19065.0,2008,Iowa,IA,Fayette,5908.0,Barack Obama,democrat,10259,IA
2499,19067.0,2008,Iowa,IA,Floyd,4822.0,Barack Obama,democrat,8091,IA
2502,19069.0,2008,Iowa,IA,Franklin,2575.0,Barack Obama,democrat,5148,IA
2506,19071.0,2008,Iowa,IA,Fremont,1989.0,John McCain,republican,3894,IA
2508,19073.0,2008,Iowa,IA,Greene,2371.0,Barack Obama,democrat,4804,IA
2512,19075.0,2008,Iowa,IA,Grundy,3945.0,John McCain,republican,6828,IA
2515,19077.0,2008,Iowa,IA,Guthrie,3074.0,John McCain,republican,5847,IA
2517,19079.0,2008,Iowa,IA,Hamilton,4018.0,Barack Obama,democrat,8078,IA
2521,19081.0,2008,Iowa,IA,Hancock,3016.0,John McCain,republican,5930,IA
2523,19083.0,2008,Iowa,IA,Hardin,4393.0,Barack Obama,democrat,8859,IA
2527,19085.0,2008,Iowa,IA,Harrison,3909.0,John McCain,republican,7578,IA
2530,19087.0,2008,Iowa,IA,Henry,4822.0,John McCain,republican,9377,IA
2532,19089.0,2008,Iowa,IA,Howard,2941.0,Barack Obama,democrat,4728,IA
2536,19091.0,2008,Iowa,IA,Humboldt,2895.0,John McCain,republican,5122,IA
2539,19093.0,2008,Iowa,IA,Ida,2036.0,John McCain,republican,3547,IA
2541,19095.0,2008,Iowa,IA,Iowa,4202.0,Barack Obama,democrat,8546,IA
2544,19097.0,2008,Iowa,IA,Jackson,6102.0,Barack Obama,democrat,9955,IA
2547,19099.0,2008,Iowa,IA,Jasper,10250.0,Barack Obama,democrat,19421,IA
2550,19101.0,2008,Iowa,IA,Jefferson,5070.0,Barack Obama,democrat,8631,IA
2553,19103.0,2008,Iowa,IA,Johnson,51027.0,Barack Obama,democrat,72975,IA
2556,19105.0,2008,Iowa,IA,Jones,5446.0,Barack Obama,democrat,10004,IA
2560,19107.0,2008,Iowa,IA,Keokuk,2712.0,John McCain,republican,5361,IA
2562,19109.0,2008,Iowa,IA,Kossuth,4625.0,Barack Obama,democrat,9097,IA
2565,19111.0,2008,Iowa,IA,Lee,9821.0,Barack Obama,democrat,17224,IA
2568,19113.0,2008,Iowa,IA,Linn,68037.0,Barack Obama,democrat,113355,IA
2571,19115.0,2008,Iowa,IA,Louisa,2523.0,Barack Obama,democrat,4920,IA
2575,19117.0,2008,Iowa,IA,Lucas,2330.0,John McCain,republican,4471,IA
2578,19119.0,2008,Iowa,IA,Lyon,4471.0,John McCain,republican,6217,IA
2581,19121.0,2008,Iowa,IA,Madison,4579.0,John McCain,republican,8480,IA
2584,19123.0,2008,Iowa,IA,Mahaska,6271.0,John McCain,republican,10932,IA
2587,19125.0,2008,Iowa,IA,Marion,9256.0,John McCain,republican,17030,IA
2589,19127.0,2008,Iowa,IA,Marshall,10023.0,Barack Obama,democrat,18657,IA
2593,19129.0,2008,Iowa,IA,Mills,4183.0,John McCain,republican,7282,IA
2595,19131.0,2008,Iowa,IA,Mitchell,3179.0,Barack Obama,democrat,5766,IA
2599,19133.0,2008,Iowa,IA,Monona,2411.0,John McCain,republican,4796,IA
2602,19135.0,2008,Iowa,IA,Monroe,2000.0,John McCain,republican,3873,IA
2605,19137.0,2008,Iowa,IA,Montgomery,2887.0,John McCain,republican,5287,IA
2607,19139.0,2008,Iowa,IA,Muscatine,10920.0,Barack Obama,democrat,19119,IA
2611,19141.0,2008,Iowa,IA,O'Brien,4894.0,John McCain,republican,7333,IA
2614,19143.0,2008,Iowa,IA,Osceola,2027.0,John McCain,republican,3127,IA
2617,19145.0,2008,Iowa,IA,Page,4351.0,John McCain,republican,7356,IA
2619,19147.0,2008,Iowa,IA,Palo Alto,2428.0,Barack Obama,democrat,4806,IA
2623,19149.0,2008,Iowa,IA,Plymouth,7765.0,John McCain,republican,12512,IA
2626,19151.0,2008,Iowa,IA,Pocahontas,2138.0,John McCain,republican,4011,IA
2628,19153.0,2008,Iowa,IA,Polk,120984.0,Barack Obama,democrat,214386,IA
2632,19155.0,2008,Iowa,IA,Pottawattamie,21237.0,John McCain,republican,42320,IA
2634,19157.0,2008,Iowa,IA,Poweshiek,5519.0,Barack Obama,democrat,10031,IA
2638,19159.0,2008,Iowa,IA,Ringgold,1401.0,John McCain,republican,2689,IA
2641,19161.0,2008,Iowa,IA,Sac,2705.0,John McCain,republican,5053,IA
2643,19163.0,2008,Iowa,IA,Scott,48927.0,Barack Obama,democrat,86371,IA
2647,19165.0,2008,Iowa,IA,Shelby,3488.0,John McCain,republican,6453,IA
2650,19167.0,2008,Iowa,IA,Sioux,13490.0,John McCain,republican,16664,IA
2652,19169.0,2008,Iowa,IA,Story,26548.0,Barack Obama,democrat,46575,IA
2655,19171.0,2008,Iowa,IA,Tama,4899.0,Barack Obama,democrat,8850,IA
2659,19173.0,2008,Iowa,IA,Taylor,1607.0,John McCain,republican,3026,IA
2661,19175.0,2008,Iowa,IA,Union,3000.0,Barack Obama,democrat,5909,IA
2665,19177.0,2008,Iowa,IA,Van Buren,1986.0,John McCain,republican,3608,IA
2667,19179.0,2008,Iowa,IA,Wapello,8820.0,Barack Obama,democrat,15931,IA
2670,19181.0,2008,Iowa,IA,Warren,12299.0,Barack Obama,democrat,24880,IA
2674,19183.0,2008,Iowa,IA,Washington,5247.0,John McCain,republican,10626,IA
2677,19185.0,2008,Iowa,IA,Wayne,1565.0,John McCain,republican,2980,IA
2679,19187.0,2008,Iowa,IA,Webster,9917.0,Barack Obama,democrat,18554,IA
2682,19189.0,2008,Iowa,IA,Winnebago,3254.0,Barack Obama,democrat,6082,IA
2685,19191.0,2008,Iowa,IA,Winneshiek,6829.0,Barack Obama,democrat,11280,IA
2689,19193.0,2008,Iowa,IA,Woodbury,22219.0,John McCain,republican,44801,IA
2691,19195.0,2008,Iowa,IA,Worth,2567.0,Barack Obama,democrat,4257,IA
2695,19197.0,2008,Iowa,IA,Wright,3198.0,John McCain,republican,6395,IA
2698,20001.0,2008,Kansas,KS,Allen,3552.0,John McCain,republican,5855,KS
2701,20003.0,2008,Kansas,KS,Anderson,2362.0,John McCain,republican,3626,KS
2704,20005.0,2008,Kansas,KS,Atchison,3791.0,John McCain,republican,7191,KS
2707,20007.0,2008,Kansas,KS,Barber,1833.0,John McCain,republican,2462,KS
2710,20009.0,2008,Kansas,KS,Barton,7802.0,John McCain,republican,11057,KS
2713,20011.0,2008,Kansas,KS,Bourbon,4240.0,John McCain,republican,6781,KS
2716,20013.0,2008,Kansas,KS,Brown,2985.0,John McCain,republican,4376,KS
2719,20015.0,2008,Kansas,KS,Butler,18155.0,John McCain,republican,27873,KS
2722,20017.0,2008,Kansas,KS,Chase,976.0,John McCain,republican,1384,KS
2725,20019.0,2008,Kansas,KS,Chautauqua,1418.0,John McCain,republican,1852,KS
2728,20021.0,2008,Kansas,KS,Cherokee,5886.0,John McCain,republican,9665,KS
2731,20023.0,2008,Kansas,KS,Cheyenne,1148.0,John McCain,republican,1498,KS
2734,20025.0,2008,Kansas,KS,Clark,897.0,John McCain,republican,1159,KS
2737,20027.0,2008,Kansas,KS,Clay,2998.0,John McCain,republican,4054,KS
2740,20029.0,2008,Kansas,KS,Cloud,3121.0,John McCain,republican,4451,KS
2743,20031.0,2008,Kansas,KS,Coffey,3054.0,John McCain,republican,4232,KS
2746,20033.0,2008,Kansas,KS,Comanche,765.0,John McCain,republican,974,KS
2749,20035.0,2008,Kansas,KS,Cowley,8492.0,John McCain,republican,13787,KS
2751,20037.0,2008,Kansas,KS,Crawford,7957.0,Barack Obama,democrat,16075,KS
2755,20039.0,2008,Kansas,KS,Decatur,1189.0,John McCain,republican,1548,KS
2758,20041.0,2008,Kansas,KS,Dickinson,6081.0,John McCain,republican,8667,KS
2761,20043.0,2008,Kansas,KS,Doniphan,2372.0,John McCain,republican,3564,KS
2763,20045.0,2008,Kansas,KS,Douglas,34398.0,Barack Obama,democrat,53398,KS
